title,female_count,male_count,popularity,female_percentage,male_percentage
Igano Kabamaru,359,760,4412,32.08,67.92
Iinari! Saimin Kanojo,42,482,5221,8.02,91.98
Ijime: Ikenie no Kyoushitsu,88,151,8131,36.82,63.18
Ikoku Meiro no Croisée The Animation,3260,5199,1659,38.54,61.46
Ikoku Meiro no Croisée: Yune & Alice,325,554,5423,36.97,63.03
Ikusa Otome Valkyrie,105,736,5015,12.49,87.51
Ikusa Otome Valkyrie Shinshou,39,407,6357,8.74,91.26
Imako System,32,392,6019,7.55,92.45
Imouto Jiru,205,1258,4191,14.01,85.99
Imouto Paradise! 2,88,975,3990,8.28,91.72
Imouto Twins,21,261,7091,7.45,92.55
Imouto sae Ireba Ii. (ONA),58,467,4842,11.05,88.95
Inazuma Eleven Go: Chrono Stone,311,1034,2709,23.12,76.88
Inazuma Eleven Go: TCG CM NG-shuu,47,102,7564,31.54,68.46
Inazuma Eleven: Ares no Tenbin,139,588,3780,19.12,80.88
Inferno Cop,1097,5606,1379,16.37,83.63
Initial D Battle Stage 2,211,1724,3108,10.9,89.1
Initial D Extra Stage 2,232,2010,2940,10.35,89.65
Initial D Second Stage,839,6945,1136,10.78,89.22
Injuu Kyoushi,89,253,7323,26.02,73.98
Injuu vs. Onna Spy,22,148,8539,12.94,87.06
Inma Youjo,49,242,7604,16.84,83.16
Inmu Gakuen: Inmu ni Torawareta Bijin Shimai,31,351,6640,8.12,91.88
Inu x Boku SS Special,3332,3838,1373,46.47,53.53
InuYasha: Tenka Hadou no Ken,4533,4574,1352,49.77,50.23
InuYasha: Toki wo Koeru Omoi,4699,4661,1357,50.2,49.8
Inugami-san to Nekoyama-san Special,404,1103,3735,26.81,73.19
Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,534,2787,3171,16.08,83.92
Inuyashiki,2922,11237,376,20.64,79.36
Inyouchuu Etsu Special,13,118,8100,9.92,90.08
Inyouchuu Shoku: Harami Ochiru Shoujo-tachi Anime Edition,12,137,7886,8.05,91.95
Iron Man: Rise of Technovore,151,736,5005,17.02,82.98
Isaku: Respect,28,250,7625,10.07,89.93
Isekai Shokudou,1490,5825,938,20.37,79.63
Isekai no Seikishi Monogatari,1119,10846,841,9.35,90.65
Ishikeri,15,55,10156,21.43,78.57
Issho ni Sleeping: Sleeping with Hinako,436,2536,3313,14.67,85.33
Issho ni Training Ofuro: Bathtime with Hinako & Hiyoko,218,1409,4284,13.4,86.6
Isuca: Gokuraku,161,1477,3257,9.83,90.17
It&#039;s a Rumic World: 50th Anniversary Weekly★Shonen Sunday,325,362,6364,47.31,52.69
Ito Junji: Collection,1629,3193,1515,33.78,66.22
Itsudatte Bokura no Koi wa 10 cm Datta.,1696,2997,1377,36.14,63.86
Itsuka Tenma no Kuro Usagi OVA,550,2218,2981,19.87,80.13
Itsuka Tenma no Kuro Usagi Picture Drama,156,515,5057,23.25,76.75
Izumo (2003),93,338,6912,21.58,78.42
JK Bitch ni Shiboraretai,68,720,4055,8.63,91.37
JK Meshi!,379,950,3956,28.52,71.48
JK to Ero Giin Sensei,36,480,5415,6.98,93.02
JK to Inkou Kyoushi 4,67,694,4778,8.8,91.2
JaJa Uma! Quartet,69,183,8166,27.38,72.62
Jack to Mame no Ki (OVA),56,156,8676,26.42,73.58
Jagainu-kun,138,140,8047,49.64,50.36
Jarinko Chie,96,287,6868,25.07,74.93
Jewelpet Sunshine,221,226,6215,49.44,50.56
Jibaku-kun,252,949,4112,20.98,79.02
Jie Mo Ren,53,211,6178,20.08,79.92
Jigoku Sensei Nube: Gozen 0 toki Nube Shisu!,53,167,7974,24.09,75.91
Jigoku Sensei Nube: Kyoufu no Natsu Yasumi! Asashi no Uni no Gensetsu,63,195,7706,24.42,75.58
Jigoku Shoujo Mitsuganae,4770,6405,1131,42.68,57.32
Jigokudou Reikai Tsuushin,48,93,9271,34.04,65.96
Jikuu Bouken Nuumamonjaa,281,1121,4650,20.04,79.96
Jitsu wa Watashi wa,1527,9362,654,14.02,85.98
JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,1907,9921,400,16.12,83.88
Jokei Kazoku III: Himitsu - The Anime,15,234,6956,6.02,93.98
Joker Game,3236,8770,603,26.95,73.05
Joshidai: Ecchi Soudanshitsu,29,164,8246,15.03,84.97
Joshikousei: Girl&#039;s High,1514,4070,2283,27.11,72.89
Joshiraku,1772,6863,1224,20.52,79.48
Joshiraku OVA,290,1606,3492,15.3,84.7
Joukamachi no Dandelion,1442,7185,915,16.71,83.29
Jungle Book Shounen Mowgli,330,467,5391,41.41,58.59
Jungle Taitei: Yuuki ga Mirai wo Kaeru,147,155,7561,48.68,51.32
Jungle no Ouja Taa-chan,34,168,8053,16.83,83.17
Jungle wa Itsumo Hare nochi Guu,1530,3016,2359,33.66,66.34
Junjou Romantica 2,10318,1458,799,87.62,12.38
Junjou Shoujo Et Cetera,62,419,5704,12.89,87.11
Junketsu no Maria,1969,8525,876,18.76,81.24
Just Awake,99,301,7387,24.75,75.25
Juuni Kokuki,4407,8338,1016,34.58,65.42
Juuou Mujin no Fafnir,738,6705,972,9.92,90.08
Juushin Enbu: Hero Tales,828,2641,2716,23.87,76.13
K-On! Movie,4406,12108,534,26.68,73.32
K-On!!: Ura-On!!,1361,3098,2234,30.52,69.48
K-On!: Live House!,4274,10914,985,28.14,71.86
K-On!: Ura-On!,2850,5813,1729,32.9,67.1
K: Missing Kings,4248,7928,600,34.89,65.11
Kabuki-bu!,901,767,3255,54.02,45.98
Kafun Shoujo Chuuihou! The Animation,192,1379,3892,12.22,87.78
Kagachi-sama Onagusame Tatematsurimasu: Netorare Mura Inya Hanashi The Animation,34,365,5897,8.52,91.48
Kagaku Ninja-tai Gatchaman,246,874,4532,21.96,78.04
Kagaku Ninja-tai Gatchaman F,38,166,8086,18.63,81.37
Kage (OVA),205,620,5354,24.85,75.15
Kagihime Monogatari Eikyuu Alice Rinbukyoku,542,912,4440,37.28,62.72
Kagirohi: Shaku Kei - Another,16,194,6935,7.62,92.38
Kaibutsu Oujo,2490,6777,1462,26.87,73.13
Kaibutsu Oujo (OVA),491,1596,3705,23.53,76.47
Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,3588,3491,1506,50.69,49.31
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,157,642,4554,19.65,80.35
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season,56,305,6193,15.51,84.49
Kaitou Reinya,209,370,6442,36.1,63.9
Kaitou Saint Tail,1205,573,3534,67.77,32.23
Kakushi Dere,68,586,4912,10.4,89.6
Kakushigoto,28,101,9002,21.71,78.29
Kakyuusei 2: Sketchbook,33,212,7715,13.47,86.53
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,1272,960,3604,56.99,43.01
Kamen Rider Den-O: Imagin Anime 2,33,80,9289,29.2,70.8
Kamen Rider SD Kaiki?! Kumo Otoko,19,148,8837,11.38,88.62
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,392,1268,4004,23.61,76.39
Kamichu!,2675,4881,1774,35.4,64.6
Kamisama Hajimemashita,11227,9938,259,53.05,46.95
Kamisama Hajimemashita OVA,3418,1884,1429,64.47,35.53
Kamisama no Inai Nichiyoubi,5084,12481,529,28.94,71.06
Kanamewo,353,708,4062,33.27,66.73
Kangaroo no Tanjoubi,23,102,9373,18.4,81.6
Kangoku Senkan,92,807,4481,10.23,89.77
Kanon Kazahana,629,1955,3580,24.34,75.66
Kansen 3: Shuto Houkai,42,505,5640,7.68,92.32
Kanzen Shouri Daiteiou,26,98,9655,20.97,79.03
Kara no Kyoukai 5: Mujun Rasen,4176,15375,594,21.36,78.64
Kara no Naka no Kotori,20,136,8601,12.82,87.18
Karakuri no Kimi,276,595,5474,31.69,68.31
Karasu Tengu Kabuto: Ougon no Me no Kemono,30,153,8554,16.39,83.61
Kare Baka: Wagahai no Kare wa Baka de R,434,328,4504,56.96,43.04
Karen,63,426,6736,12.88,87.12
Karin,7607,11233,674,40.38,59.62
Karneval (TV),8091,5434,617,59.82,40.18
Karneval (TV) Specials,399,164,4521,70.87,29.13
Karo to Piyobupt: Ame no Hi,42,84,9612,33.33,66.67
Kashi no Ki Mokku,98,143,8314,40.66,59.34
Kashimashi: Girl Meets Girl,2306,4894,1881,32.03,67.97
Kataku,115,168,7657,40.64,59.36
Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu,134,1443,3867,8.5,91.5
Katsudou Shashin,52,289,6874,15.25,84.75
Kawarazaki-ke no Ichizoku 2,17,163,8303,9.44,90.56
Kaze no Tani no Nausicaä,7946,14510,407,35.38,64.62
Kedamono-tachi no Sumu Ie de,43,369,5702,10.44,89.56
Keijo!!!!!!!! Specials,100,721,4067,12.18,87.82
Keiraku no Houteishiki Level-C,2030,273,3543,88.15,11.85
Kekkou Kamen,104,594,5934,14.9,85.1
Kemeko no Love,69,184,8463,27.27,72.73
Kemono Friends,594,3252,1624,15.44,84.56
Kenka Banchou Otome: Girl Beats Boys,1716,1082,1941,61.33,38.67
Kenritsu Chikyuu Boueigun,38,233,7640,14.02,85.98
Kenyuu Densetsu Yaiba,312,951,4521,24.7,75.3
Keroro Gunsou Movie 1,254,496,5198,33.87,66.13
Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,128,260,6334,32.99,67.01
Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!,45,95,8396,32.14,67.86
Ketsuekigata-kun!,624,704,4130,46.99,53.01
Ketsuekigata-kun! 2,221,226,5991,49.44,50.56
Kiba,2519,6471,1421,28.02,71.98
Kibun Kibun,34,178,8380,16.04,83.96
Kick-Heart,505,1403,3618,26.47,73.53
Kiddy GiRL-AND,841,2392,3114,26.01,73.99
Kiddy GiRL-AND Pilot,288,720,5360,28.57,71.43
Kiddy Grade: Truth Dawn,256,615,5599,29.39,70.61
Kidou Keisatsu Patlabor the Movie,392,2632,2690,12.96,87.04
Kidou Senkan Nadesico,977,4840,1960,16.8,83.2
Kidou Shin Seiki Gundam X,520,3060,2505,14.53,85.47
Kigyou Senshi Arslan,148,260,5442,36.27,63.73
Kikaider 01 The Animation,86,290,6845,22.87,77.13
Kikou Sennyo Rouran,57,211,7811,21.27,78.73
Kikoushi Enma,1109,2088,3167,34.69,65.31
Kikumana,518,868,4608,37.37,62.63
Kimagure Orange☆Road,1037,2617,2542,28.38,71.62
Kimagure Orange☆Road OVA,165,736,5196,18.31,81.69
Kimi dake no Boku de Iru kara,59,96,9009,38.06,61.94
Kimi ni Todoke 2nd Season: Kataomoi,3741,4142,1716,47.46,52.54
Kimi no Hikari: Asagao to Kase-san.,570,720,3494,44.19,55.81
Kimi no Iru Machi OVA,362,1531,3346,19.12,80.88
Kimi no Iru Machi: Tasogare Kousaten,1457,4404,2093,24.86,75.14
Kimi to Boku,78,112,7132,41.05,58.95
Kimikiss Pure Rouge Special,469,1910,3682,19.71,80.29
Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,39,115,8422,25.32,74.68
Kindaichi Shounen no Jikenbo Returns,365,1107,3588,24.8,75.2
Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,43,113,8307,27.56,72.44
Kindan no Byoutou The Animation,32,393,6049,7.53,92.47
Kingdom,1505,6755,1082,18.22,81.78
Kingdom 2nd Season,607,3733,1621,13.99,86.01
Kiniro Mosaic,2276,8867,815,20.43,79.57
Kiniro Mosaic: Pretty Days,176,1177,3508,13.01,86.99
Kiniro no Corda: Primo Passo - Hitonatsu no Encore,3268,906,2711,78.29,21.71
Kinnikuman II Sei,154,1023,3929,13.08,86.92
Kinnikuman II Sei: Ultimate Muscle 2,38,310,5969,10.92,89.08
Kino no Tabi: The Beautiful World,5508,13288,560,29.3,70.7
Kisaku Spirit,29,275,7163,9.54,90.46
Kishibe Rohan wa Ugokanai,367,1362,3055,21.23,78.77
Kishin Douji Zenki,379,956,4204,28.39,71.61
Kiss Dum: Engage Planet,403,1161,4099,25.77,74.23
Kiss Dum: Omokage,35,116,8863,23.18,76.82
Kitte no Gensou,25,108,9426,18.8,81.2
Kiznaiver,5547,15082,184,26.89,73.11
Kizumonogatari II: Nekketsu-hen,1349,8573,612,13.6,86.4
Kizumonogatari III: Reiketsu-hen,1249,8140,649,13.3,86.7
Kizuna (Special),30,84,9391,26.32,73.68
Kobayashi-san Chi no Maid Dragon,3883,15992,158,19.54,80.46
Kobayashi-san Chi no Maid Dragon Specials,607,2458,1865,19.8,80.2
Kodomo no Jikan (TV),2549,10040,1054,20.25,79.75
Kodomo no Jikan Recap,349,1785,3761,16.35,83.65
Koi Koi 7 Specials,31,399,7064,7.21,92.79
Koi Tsubomi,178,205,7531,46.48,53.52
Koi to Senkyo to Chocolate,2489,11996,696,17.18,82.82
Koi-ken!: Watashitachi Anime ni Nacchatta!,181,742,5387,19.61,80.39
Koihime,119,695,5557,14.62,85.38
Koihime†Musou OVA,377,1761,3933,17.63,82.37
Koihime†Musou OVA Omake,30,138,7862,17.86,82.14
Koisuru Boukun,5042,482,1770,91.27,8.73
Koitabi: True Tours Nanto,636,1046,3659,37.81,62.19
Kokuhaku,83,262,7206,24.06,75.94
Konchuu Monogatari Minashigo Hutch,168,234,7291,41.79,58.21
Konnichiwa Anne: Before Green Gables,414,348,5579,54.33,45.67
Kore ga UFO da! Soratobu Enban,32,138,8951,18.82,81.18
Kore ga Watashi no Goshujinsama,3090,9546,1298,24.45,75.55
Kore wa Zombie Desu ka?,6714,28689,129,18.96,81.04
"Korekarasaki, Nando Anata to.",29,91,9127,24.17,75.83
Koro-sensei Quest!,593,1338,2615,30.71,69.29
Koukai Benjo The Animation,59,389,5710,13.17,86.83
Koukou Butouden Crows,82,302,6702,21.35,78.65
Koukyoushihen Eureka Seven: Hi-Evolution 1,252,1093,3622,18.74,81.26
Koushoku Ichidai Otoko,153,219,6982,41.13,58.87
Koutetsujou no Kabaneri,5219,20458,131,20.33,79.67
Kowaremono,56,316,7008,15.05,84.95
Kowaremono II,25,217,7787,10.33,89.67
Kowaremono: Risa The Animation,44,438,5462,9.13,90.87
Kremlin,23,93,9259,19.83,80.17
Kujakuou,46,233,7819,16.49,83.51
Kujibiki Unbalance,501,1832,3814,21.47,78.53
Kujira no Kora wa Sajou ni Utau,2015,4656,1024,30.21,69.79
Kuma Miko,1489,4410,1460,25.24,74.76
Kumo no You ni Kaze no You ni,495,422,5049,53.98,46.02
Kunoichi Bakumatsu Kitan,46,257,7328,15.18,84.82
Kuragehime,8662,7587,624,53.31,46.69
Kuragehime: Soreike! Amars Tankentai,809,535,4254,60.19,39.81
Kurau Phantom Memory,1391,2653,2577,34.4,65.6
Kure-nai OVA,571,1879,3550,23.31,76.69
Kurenai no Buta,4334,7809,877,35.69,64.31
Kurogane no Linebarrels,1060,5372,1966,16.48,83.52
Kurohime: Shikkoku no Yakata,128,461,6124,21.73,78.27
Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,181,1592,3031,10.21,89.79
Kuroko no Basket: Last Game NG-shuu,183,249,5049,42.36,57.64
Kuroko no Basket: Oshaberi Shiyokka,2291,2022,2122,53.12,46.88
Kuromajo-san ga Tooru!!,513,913,4366,35.97,64.03
Kurozuka,3064,8184,1247,27.24,72.76
Kuttsukiboshi,1463,3091,2223,32.13,67.87
Kuuchuu Buranko,3005,5471,1458,35.45,64.55
Kyoto Animation: Hoshi-hen,315,424,6111,42.63,57.37
Kyoto Animation: Suiei-hen,1455,884,3687,62.21,37.79
Kyou no Asuka Show,598,2402,2645,19.93,80.07
Kyouhaku II (Second): Mou Hitotsu no Ashita The Animation,45,320,6994,12.33,87.67
Kyoukai no Kanata Movie 1: I&#039;ll Be Here - Kako-hen,1920,3939,1246,32.77,67.23
Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen - Yakusoku no Kizuna,534,1014,2571,34.5,65.5
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,1306,2120,2421,38.12,61.88
Kyoukai no Rinne,250,345,5317,42.02,57.98
Kyoukai no Rinne (TV) 3rd Season,531,970,3286,35.38,64.62
Kyouryuu Boukenki Jura Tripper,67,126,8324,34.72,65.28
Kyousou Giga,2004,4170,1932,32.46,67.54
Kyousou Giga (2012),1055,2387,2661,30.65,69.35
Kyousou Giga (TV),2783,7657,891,26.66,73.34
Kyutai Panic Adventure Returns!,40,161,8159,19.9,80.1
Kyuuketsuki,100,564,5063,15.06,84.94
Kämpfer,4269,18081,432,19.1,80.9
Kämpfer Picture Drama,478,1921,3470,19.92,80.08
Lady Lady!! (1988),94,51,8719,64.83,35.17
Lamune,1503,5015,2022,23.06,76.94
Last Exile: Ginyoku no Fam Recaps,248,847,4826,22.65,77.35
Legend of Crystania OVA,133,528,5924,20.12,79.88
Legend of Duo,1244,635,3961,66.21,33.79
Legend of Regios,296,1151,4217,20.46,79.54
Legendz: Yomigaeru Ryuuou Densetsu,89,189,7128,32.01,67.99
Lemon Angel Project,859,713,4419,54.64,45.36
Life no Color,197,244,7170,44.67,55.33
Lightning Trap: Leina & Laika,14,95,9488,12.84,87.16
Lily to Kaeru to (Otouto),107,119,8432,47.35,52.65
Lime-iro Senkitan,219,1325,4195,14.18,85.82
Line Offline: Salaryman,121,182,7620,39.93,60.07
Ling Qi,1655,1352,1927,55.04,44.96
Ling Yu,15,69,8584,17.86,82.14
Litchi DE Hikari Club,924,855,3914,51.94,48.06
Little Nemo Pilot,38,95,9299,28.57,71.43
Little Witch Academia,4666,12069,412,27.88,72.12
Log Horizon,6946,28719,64,19.48,80.52
Lost Utopia,57,111,8956,33.93,66.07
Loups=Garous Picture Drama,114,205,7949,35.74,64.26
Love Bitch: Yasashii Onna,52,363,6057,12.53,87.47
Love Bites,57,209,7767,21.43,78.57
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,1663,7702,1679,17.76,82.24
Love Live! School Idol Project: μ&#039;s →NEXT LoveLive! 2014 - Endless Parade Encore Animation,113,257,5794,30.54,69.46
Love Live! Sunshine!! 2nd Season,1088,2810,1648,27.91,72.09
Love Live! x Watering KissMint Collaboration CM,155,353,5761,30.51,69.49
Love Live! μ&#039;s Final Love Live! Opening Animation,124,310,5613,28.57,71.43
Lovedol: Lovely Idol,644,912,4371,41.39,58.61
Lovedol: Lovely Idol OVA,109,205,7658,34.71,65.29
Loveless,11409,3229,879,77.94,22.06
Love♥Love?,898,3102,2915,22.45,77.55
Luck & Logic,1091,4946,1177,18.07,81.93
Lucky☆Star,15105,29457,135,33.9,66.1
Lucky☆Star: Original na Visual to Animation,4957,11876,901,29.45,70.55
Luger Code 1951,521,1579,2862,24.81,75.19
Lunatic Night,19,145,8541,11.59,88.41
Lupin III,1645,4933,1595,25.01,74.99
Lupin III vs. Detective Conan,987,2099,2734,31.98,68.02
Lupin III: $1 Money Wars,139,596,5507,18.91,81.09
Lupin III: Alcatraz Connection,160,652,5246,19.7,80.3
Lupin III: Chi no Kokuin - Eien no Mermaid,148,580,5381,20.33,79.67
Lupin III: Green vs. Red,182,720,5020,20.18,79.82
Lupin III: Hemingway Paper no Nazo,144,581,5571,19.86,80.14
Lupin III: Ikiteita Majutsushi,133,561,5775,19.16,80.84
Lupin III: Lupin Ikka Seizoroi,68,291,6950,18.94,81.06
Lupin III: Lupin vs. Fukusei-ningen,229,979,4397,18.96,81.04
Lupin III: Napoleon no Jisho wo Ubae,137,538,5795,20.3,79.7
Lupin III: Part 5,171,941,3643,15.38,84.62
Lupin III: Part III,273,1242,3776,18.02,81.98
Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,130,498,5985,20.7,79.3
Lupin III: Twilight Gemini no Himitsu,182,723,5213,20.11,79.89
Lupin VIII,58,236,7359,19.73,80.27
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,137,964,3453,12.44,87.56
Lupin the IIIrd: Jigen Daisuke no Bohyou,213,1122,3561,15.96,84.04
Lupin the Third: Mine Fujiko to Iu Onna,922,3560,2030,20.57,79.43
Luv Wave,37,290,7245,11.31,88.69
M.E.M.: Yogosareta Junketsu,24,179,7961,11.82,88.18
MD Geist II: Death Force,96,895,4815,9.69,90.31
MaMa,13,137,8716,8.67,91.33
Mach GoGoGo (1997),82,316,6858,20.6,79.4
Macross 25th Anniversary: All That VF Macross F Version,128,498,6308,20.45,79.55
Macross 7 Plus,135,718,5046,15.83,84.17
Macross Flash Back 2012,218,1100,4508,16.54,83.46
Macross: Do You Remember Love?,757,3357,2331,18.4,81.6
Madang-Eul Naon Amtalg,125,162,6864,43.55,56.45
Made in Abyss,3932,15542,178,20.19,79.81
Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,651,1776,4108,26.82,73.18
Magic Knight Rayearth,3602,3575,1757,50.19,49.81
Magic-Kyun! Renaissance,1450,581,2471,71.39,28.61
Magical Canan,329,468,5613,41.28,58.72
Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,76,554,5560,12.06,87.94
MahoYome Episode 0,225,464,4856,32.66,67.34
Mahoromatic 2,566,4125,2398,12.07,87.93
Mahoromatic End Year Special,137,1126,4795,10.85,89.15
Mahoromatic: Automatic Maiden,1387,6655,1710,17.25,82.75
Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,71,177,8414,28.63,71.37
Mahou Sensei Negima! Shiroki Tsubasa Ala Alba,681,3233,2556,17.4,82.6
Mahou Senshi Louie,672,2142,3091,23.88,76.12
Mahou Sensou,2488,10880,592,18.61,81.39
Mahou Shoujo Ai San: The Anime,55,405,6459,11.96,88.04
Mahou Shoujo Isuka,54,452,5717,10.67,89.33
Mahou Shoujo Lyrical Nanoha A&#039;s,2167,6362,1574,25.41,74.59
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,4609,11882,403,27.95,72.05
Mahou Shoujo Pretty Sammy (1996),223,504,5158,30.67,69.33
Mahou Shoujo Pretty Sammy Specials,57,150,8263,27.54,72.46
Mahou Shoujo-tai Arusu the Adventure,252,514,5465,32.9,67.1
Mahou no Chocolate,363,353,6350,50.7,49.3
Mahou no Princess Minky Momo: Yume wo Dakishimete,104,110,8053,48.6,51.4
Mahou no Stage Fancy Lala,966,639,4188,60.19,39.81
Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka! Special,98,449,4557,17.92,82.08
Mahoutsukai Nara Miso wo Kue!,350,763,4912,31.45,68.55
Mahoutsukai no Yome,5994,14388,174,29.41,70.59
Mai Mai Shinko to Sennen no Mahou,641,976,3938,39.64,60.36
Mai-HiME Specials,678,1674,3692,28.83,71.17
Mai-Otome 0: S.ifr,702,2005,3413,25.93,74.07
Maihime,108,159,7712,40.45,59.55
Maison Ikkoku,1478,3358,2077,30.56,69.44
Maison Ikkoku: Utsuriyuku Kisetsu no Naka de,103,315,7065,24.64,75.36
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,132,359,6580,26.88,73.12
Majimoji Rurumo,819,5186,1583,13.64,86.36
Major 2nd (TV),187,976,3875,16.08,83.92
Major S1,1475,5795,1456,20.29,79.71
Major S3,856,4161,1824,17.06,82.94
Major S4,785,3977,1886,16.48,83.52
Major: Message,397,2073,2906,16.07,83.93
Makai Kishi Ingrid,98,850,4230,10.34,89.66
Makai Tenshi Djibril,224,1199,4312,15.74,84.26
Makai Tenshi Djibril 3,72,538,5624,11.8,88.2
Makaryuudo Demon Hunter,52,160,8354,24.53,75.47
Maken-Ki!,1034,12938,580,7.4,92.6
Maken-Ki! Specials,125,2249,2847,5.27,94.73
Maken-Ki! Two,295,5977,1143,4.7,95.3
Makura no Danshi,2139,704,2380,75.24,24.76
Mama wa Shougaku 4 Nensei,224,197,6317,53.21,46.79
Mamoru-kun ni Megami no Shukufuku wo!,588,3202,2687,15.51,84.49
Mamotte Shugogetten!,378,912,4585,29.3,70.7
Mangaka-san to Assistant-san to The Animation,2652,12693,533,17.28,82.72
Mangirl!: Asobu Henshuu Girl,324,786,4968,29.19,70.81
Manie-Manie: Meikyuu Monogatari,537,1663,3135,24.41,75.59
Manin Densha,56,499,5457,10.09,89.91
Maple Town Monogatari,146,112,7826,56.59,43.41
Maria-sama ga Miteru 4th,1040,1652,3203,38.63,61.37
Maria-sama ga Miteru Specials,589,970,4290,37.78,62.22
Marie & Gali,293,381,6100,43.47,56.53
Marmalade Boy,3220,1527,2102,67.83,32.17
Marmalade Boy Movie,910,372,4351,70.98,29.02
Masamune-kun no Revenge,3551,14926,220,19.22,80.78
Masaru Ashita no Yukinojou 2,23,188,8184,10.9,89.1
Mashou no Nie 3,34,345,5831,8.97,91.03
Mass Effect: Paragon Lost,216,1017,4446,17.52,82.48
Masuda Kousuke Gekijou Gag Manga Biyori 2,129,284,6632,31.23,68.77
Mayoi Neko Overrun! Specials,308,2053,3243,13.05,86.95
Mazinger Z tai Devilman,61,328,6688,15.68,84.32
Mazinkaiser,104,880,4551,10.57,89.43
Mazinkaiser SKL,191,1268,4001,13.09,86.91
Mechiku,11,122,8943,8.27,91.73
Medaka Box,2399,13870,563,14.75,85.25
Medarot,1167,4439,1877,20.82,79.18
Megami Tengoku,51,227,7759,18.35,81.65
Meganebu!,2483,1315,2361,65.38,34.62
Megumi,174,217,7665,44.5,55.5
Meiken Jolie,100,155,7706,39.22,60.78
Meitantei Holmes,316,579,4737,35.31,64.69
Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,30,83,8943,26.55,73.45
Mermaid Melody Pichi Pichi Pitch Pure,2557,507,2417,83.45,16.55
Mermaid&#039;s Scar,410,531,5068,43.57,56.43
Mesu Nochi Torare,53,530,5313,9.09,90.91
Metal Fighter Miku,70,328,6905,17.59,82.41
Mezame no Hakobune,175,400,6627,30.43,69.57
Micchiri Neko March,78,107,8197,42.16,57.84
Michi (Music),46,95,9498,32.62,67.38
Midnight Eye: Gokuu,107,563,5343,15.97,84.03
Midori no Neko,59,116,8833,33.71,66.29
Midori-ko,54,136,7966,28.42,71.58
Mikagura Gakuen Kumikyoku,66,111,7661,37.29,62.71
Mikagura Gakuen Kumikyoku (TV),1878,4357,1326,30.12,69.88
Mikagura Tanteidan,26,206,7797,11.21,88.79
Military!,457,2912,2322,13.56,86.44
Mimi wo Sumaseba,7730,8994,648,46.22,53.78
"Minami Kamakura Koukou Joshi Jitenshabu: Kita yo, Taiwan!",71,280,6564,20.23,79.77
Minami no Shima no Dera-chan,509,1024,3548,33.2,66.8
Minami-ke Betsubara,1125,3891,2426,22.43,77.57
Minami-ke Natsuyasumi,307,1632,3385,15.83,84.17
Mini Skirt Gakuen,19,151,8549,11.18,88.82
Minky Momo in Yume ni Kakeru Hashi,79,144,8231,35.43,64.57
Minna Agechau♡,29,173,8323,14.36,85.64
Minna Atsumare! Falcom Gakuen SC,87,261,7041,25.0,75.0
Miracle Giants Doumu-kun,48,97,8452,33.1,66.9
Miracle☆Train: Oedo-sen e Youkoso,2546,668,3024,79.22,20.78
Mirai Koushi Harima SACLA,47,139,8778,25.27,74.73
Mirai Nikki,4666,9813,562,32.23,67.77
Mirai Nikki (TV),15945,40667,12,28.17,71.83
Mirai Shounen Conan (Movie),65,149,7818,30.37,69.63
Mirai Shounen Conan 2: Taiga Daibouken,60,155,7905,27.91,72.09
Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,47,129,8302,26.7,73.3
Mirai no Watashi,116,286,6593,28.86,71.14
Miss Monochrome: The Animation - Manager,219,592,5037,27.0,73.0
Miss Monochrome: The Animation 2,576,1617,3117,26.27,73.73
Miss Monochrome: The Animation 3,382,1131,3667,25.25,74.75
Miss Monochrome: Watashi dake no Monogatari,111,284,6805,28.1,71.9
Misuzu: Ikenai Koto,32,223,6913,12.55,87.45
