title,female_count,male_count,popularity,female_percentage,male_percentage
Abenobashi Mahou☆Shoutengai,2272,6877,1398,24.83,75.17
Absolute Duo,2015,14289,265,12.36,87.64
Accel World: Acchel World.,788,3221,2070,19.66,80.34
Accel World: Infinite∞Burst,510,2986,1818,14.59,85.41
Accelerando: Datenshi-tachi no Sasayaki,236,1307,3820,15.29,84.71
Acchi Kocchi (TV),4732,13089,459,26.55,73.45
Acchi Kocchi (TV): Place=Princess,1147,3502,1926,24.67,75.33
Ace wo Nerae! 2,89,139,7933,39.04,60.96
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,1117,3827,1622,22.59,77.41
Afro Samurai,3201,15921,449,16.74,83.26
Ai Shimai Tsubomi... Kegashite Kudasai,161,771,5052,17.27,82.73
Ai Shimai: Futari no Kajitsu,281,1239,4135,18.49,81.51
Ai Tenshi Densetsu Wedding Peach Specials,61,44,8873,58.1,41.9
Ai Yori Aoshi: Yumegatari,337,1159,4041,22.53,77.47
Ai no Gakkou Cuore Monogatari,72,108,7718,40.0,60.0
Ai no Kusabi (2012),2955,454,2555,86.68,13.32
"Ai think so,",30,64,9847,31.91,68.09
Ai wa KAT-TUN,262,89,6973,74.64,25.36
Aikatsu! Movie,248,304,5241,44.93,55.07
Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,110,137,7194,44.53,55.47
Air Master,1090,3021,2288,26.51,73.49
Air Movie,3772,5909,1561,38.96,61.04
Airy Me,169,295,6395,36.42,63.58
Aishen Qiaokeli-ing...,226,2130,2123,9.59,90.41
Aishen Qiaokeli-ing... 2nd Season,59,600,4087,8.95,91.05
Aiura,1818,5334,1451,25.42,74.58
Ajin 2nd Season,2367,6918,626,25.49,74.51
Ajin Part 1: Shoudou,1034,2190,2149,32.07,67.93
Akai Koudan Zillion,106,362,6381,22.65,77.35
Akai Koudan Zillion: Utahime Yakyoku,35,105,8959,25.0,75.0
Akame ga Kill! Theater,800,3013,1932,20.98,79.02
Akatsuki no Yona OVA,2441,2420,1467,50.22,49.78
Akikan!,2543,10761,971,19.11,80.89
Akiko,66,240,7099,21.57,78.43
Aku no Onna Kanbu: Full Moon Night,62,581,4806,9.64,90.36
Akuma no Memumemu-chan,47,181,7597,20.61,79.39
Ali Baba to 40-hiki no Touzoku,37,123,8667,23.13,76.88
Alice to Zouroku,1622,4867,1135,25.0,75.0
Alien 9,844,2190,2703,27.82,72.18
All Out!!,1690,3953,1309,29.95,70.05
All That Gundam,137,598,5744,18.64,81.36
Alps no Shoujo Heidi,1179,1416,2958,45.43,54.57
Amaenaide yo!!,1246,8245,1425,13.13,86.87
Amagami SS,4473,19689,372,18.51,81.49
Amagami SS: Tachibana Miya-hen - Imouto,684,5731,1874,10.66,89.34
Ame to Shoujo to Watashi no Tegami,1078,997,4164,51.95,48.05
Amnesia,9354,6196,467,60.15,39.85
Ana no Oku no Ii Tokoro,25,344,5828,6.78,93.22
Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,94,1014,3980,8.48,91.52
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,56,457,5022,10.92,89.08
Angel Beats!: Another Epilogue,5131,15087,489,25.38,74.62
Angel Blade: Ultimate Edition - Tokuteneizou,53,285,7200,15.68,84.32
Angel Densetsu,659,1842,3069,26.35,73.65
Angelique: Shiroi Tsubasa no Memoire,356,141,6618,71.63,28.37
Angelique: Twin Collection,162,69,8177,70.13,29.87
Animal Yokochou,194,134,7129,59.15,40.85
Anison Nippon,17,75,9798,18.48,81.52
Anitore! EX,454,2028,2645,18.29,81.71
Anitore! XX: Hitotsu Yane no Shita de,200,1057,3733,15.91,84.09
Aniyome,100,550,5633,15.38,84.62
Aniyome wa Ijippari,193,1473,3545,11.58,88.42
Anju to Zushioumaru,68,115,8448,37.16,62.84
Ankoku Shinwa,75,281,7315,21.07,78.93
Anne Happy♪,930,3703,1606,20.07,79.93
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,14692,34440,45,29.9,70.1
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,3690,9129,629,28.79,71.21
Ano Ko ni 1000%,182,138,7657,56.88,43.13
Ano Natsu de Matteru,5589,18158,335,23.54,76.46
Ansatsu Kyoushitsu,7733,22856,59,25.28,74.72
Ansatsu Kyoushitsu: Deai no Jikan,1281,3246,1576,28.3,71.7
Ao Haru Ride OVA,3356,3336,1257,50.15,49.85
Ao no Exorcist: Ura Ex,3544,3958,1429,47.24,52.76
Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,1106,1032,2552,51.73,48.27
Aoi Hana,3559,5175,1427,40.75,59.25
Aoi Sekai no Chuushin de,908,3939,2010,18.73,81.27
Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,65,336,5443,16.21,83.79
Aoki Hagane no Arpeggio: Ars Nova DC,256,1783,2896,12.56,87.44
Aoki Ryuusei SPT Layzner,101,529,5714,16.03,83.97
Apartment!,109,156,8353,41.13,58.87
Apfelland Monogatari,96,155,8065,38.25,61.75
Appaga Piryohae,100,91,8793,52.36,47.64
Appleseed,626,2767,2707,18.45,81.55
Appleseed XIII,331,1578,3570,17.34,82.66
Appleseed XIII Remix Movie 1: Yuigon,104,364,5973,22.22,77.78
Aquarion Logos,350,1487,3041,19.05,80.95
Aquarion Movie: Ippatsu Gyakuten-hen,222,628,4890,26.12,73.88
Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,946,1764,3489,34.91,65.09
Arai Men to YuYu The Animation,204,1265,3908,13.89,86.11
Arata naru Sekai: World&#039;s/Start/Load/End,1024,1991,2986,33.96,66.04
Arc the Lad,801,1464,3417,35.36,64.64
Arete Hime,536,795,4079,40.27,59.73
Argento Soma Special,144,495,6077,22.54,77.46
Aria The Avvenire,424,1752,3211,19.49,80.51
Aria The Natural,1931,6418,1567,23.13,76.87
Aria The Origination,2649,8273,1158,24.25,75.75
Aria The Origination: Sono Choppiri Himitsu no Basho ni...,626,2281,3165,21.53,78.47
Arion,139,472,5761,22.75,77.25
Ark,57,142,8575,28.64,71.36
Armageddon,41,178,8273,18.72,81.28
Armitage III: Poly-Matrix,378,1478,3633,20.37,79.63
Armored Core: Fort Tower Song,71,218,8201,24.57,75.43
Arslan Senki (TV) Specials,321,534,4194,37.54,62.46
Aru Tabibito no Nikki,1608,2255,2811,41.63,58.37
Asa kara Zusshiri Milk Pot,83,620,4892,11.81,88.19
Ashiaraiyashiki no Juunin-tachi.,156,315,7051,33.12,66.88
Ashita e Attack!,57,70,8625,44.88,55.12
Asobi ni Iku yo!,1747,12885,706,11.94,88.06
Asu no Yoichi!,2804,15223,616,15.55,84.45
Asura,1008,2376,2595,29.79,70.21
Asura Cryin&#039;,2650,9500,1055,21.81,78.19
Asura Cryin&#039; 2,1171,5905,1542,16.55,83.45
Asylum Session,308,376,5897,45.03,54.97
Atarashii Sekai,229,290,7021,44.12,55.88
Atom: The Beginning,428,1762,2595,19.54,80.46
Attack No.1,430,455,4957,48.59,51.41
Aura: Maryuuin Kouga Saigo no Tatakai,966,3563,2048,21.33,78.67
Ayatsuri Haramase DreamNote,70,630,4974,10.0,90.0
Azuki-chan,186,137,7197,57.59,42.41
Azumanga Web Daioh,1643,3733,2424,30.56,69.44
B-gata H-kei,5861,21122,285,21.72,78.28
Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,1419,4390,2039,24.43,75.57
Baki,56,388,5836,12.61,87.39
Baku Ane: Otouto Shibocchau zo! The Animation,119,1336,3193,8.18,91.82
Baku Tech! Bakugan,67,174,6552,27.8,72.2
Bakukyuu Hit! Crash B-Daman,57,122,8267,31.84,68.16
Bakuman.,10395,23401,172,30.76,69.24
Bakumatsu no Spasibo,67,113,8610,37.22,62.78
Bakunyuu Bomb,41,397,6067,9.36,90.64
Bakunyuu Oyako,160,1118,4264,12.52,87.48
Bakuon!! OVA,137,879,4436,13.48,86.52
Bakuretsu Hunters,653,1762,3282,27.04,72.96
Bakuretsu Hunters OVA,216,719,5181,23.1,76.9
Bakuretsu Tenshi: Infinity,618,2206,3333,21.88,78.12
Bakusou Kyoudai Let&#039;s & Go MAX,66,251,6788,20.82,79.18
Baldr Force Exe Resolution,654,2282,3201,22.28,77.72
Ballroom e Youkoso,3358,6257,707,34.92,65.08
Bannou Bunka Neko-Musume,400,1063,4247,27.34,72.66
Bannou Bunka Neko-Musume (1998),287,687,4984,29.47,70.53
Baoh Raihousha,240,1111,4068,17.76,82.24
Barom One,47,149,8207,23.98,76.02
Basilisk: Ouka Ninpouchou,451,1594,2732,22.05,77.95
Bastard!!: Ankoku no Hakaishin,920,3472,2407,20.95,79.05
Battle Spirits: Heroes,57,130,8043,30.48,69.52
Battle Spirits: Shounen Toppa Bashin,107,238,7130,31.01,68.99
Battle Spirits: Sword Eyes,62,138,7641,31.0,69.0
Battle Spirits: Sword Eyes Gekitouden,40,77,8505,34.19,65.81
Be-Boy Kidnapp&#039;n Idol,907,180,4716,83.44,16.56
Beelzebub Specials,497,1154,3256,30.1,69.9
Beet the Vandel Buster Excellion,163,835,4597,16.33,83.67
Believe,115,101,8788,53.24,46.76
Benkei tai Ushiwaka,29,82,9207,26.13,73.87
Bernard-jou Iwaku.,493,1410,3130,25.91,74.09
Berserk,1788,9638,544,15.65,84.35
Bi-Indoushi Miija: Injoku no Gakuen,52,241,7579,17.75,82.25
Bi-chiku Beach: Nangoku Nyuujoku Satsueikai,40,488,5445,7.58,92.42
Bible Black Only Version,434,1865,3375,18.88,81.12
Big Wars: Kami Utsu Akaki Kouya ni,39,358,7069,9.82,90.18
Bijukubo,40,547,5383,6.81,93.19
Bikini Warriors OVA,98,997,4104,8.95,91.05
Binchou-tan,667,1117,4054,37.39,62.61
Biohazard 4: Incubate,257,779,4929,24.81,75.19
Bishoujo Comic Lolicon Angel: Mitsu no Aji,43,315,7081,12.01,87.99
Bishoujo Mobage: Mobami-chan,72,219,7729,24.74,75.26
Bishoujo Senshi Sailor Moon Crystal,5881,4511,1006,56.59,43.41
Bishoujo Senshi Sailor Moon Crystal Season III,1911,1134,2313,62.76,37.24
Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,1365,736,3428,64.97,35.03
Bishoujo Senshi Sailor Moon R: The Movie,4185,1974,1783,67.95,32.05
Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,3678,1696,1959,68.44,31.56
Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,2184,1128,2893,65.94,34.06
Black Jack: Dr. Pinoko no Mori no Bouken,113,206,7423,35.42,64.58
Black Lagoon: The Second Barrage,4692,23399,264,16.7,83.3
Black Shout,43,89,9055,32.58,67.42
Black★Rock Shooter (OVA),8525,14946,574,36.32,63.68
Blade,649,2298,2866,22.02,77.98
Blade & Soul Specials,194,687,4454,22.02,77.98
Blassreiter,2700,8189,1271,24.8,75.2
BlazBlue: Alter Memory,1918,6492,1265,22.81,77.19
Bleach Movie 1: Memories of Nobody,7458,17663,455,29.69,70.31
Bleach: The Sealed Sword Frenzy,4211,9595,1024,30.5,69.5
Blood-C: Special Edition,463,759,3753,37.89,62.11
Blood-C: The Last Dark,2222,4373,1527,33.69,66.31
Bloody Date,168,372,6392,31.11,68.89
Blue Dragon,799,2966,2109,21.22,78.78
Blue Seed Omake,164,375,6646,30.43,69.57
Bohemian Rhapsody,371,664,5497,35.85,64.15
Boku dake no Hentai Kanojo The Animation,22,225,6576,8.91,91.09
Boku no Chikyuu wo Mamotte,940,762,3828,55.23,44.77
Boku no Hero Academia 2nd Season: Hero Note,962,2874,1653,25.08,74.92
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,70,848,3517,7.63,92.37
Boku wa Imouto ni Koi wo Suru,3690,2980,2053,55.32,44.68
Boku wa Konomama Kaeranai,1434,159,4244,90.02,9.98
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,1425,9075,1084,13.57,86.43
"Boku, Otaryman.",365,625,5602,36.87,63.13
Bokura no Sex,25,261,6228,8.74,91.26
Bokurano Recap,97,269,6717,26.5,73.5
Bokusatsu Tenshi Dokuro-chan,5129,16341,607,23.89,76.11
Bollogi Iyagi,44,77,9839,36.36,63.64
Bomberman Jetters,91,287,6413,24.07,75.93
Bondage Game: Shinsou no Reijoutachi,238,808,4610,22.75,77.25
Boruto: Naruto Next Generations,2568,8903,350,22.39,77.61
Bouken! Iczer 3,50,269,7335,15.67,84.33
Bounen no Xamdou,2685,11773,905,18.57,81.43
Bounty Dog: Getsumen no Ibu,103,379,6716,21.37,78.63
Boys Be...,1223,2388,2902,33.87,66.13
Brave 10,4285,8247,850,34.19,65.81
Break Blade Picture Drama,275,788,4802,25.87,74.13
Brothers Conflict OVA,1085,240,3115,81.89,18.11
Brothers Conflict Special,1152,271,3207,80.96,19.04
Bubblegum Crash,177,930,4541,15.99,84.01
Buddha Saitan,457,579,5033,44.11,55.89
Buddy Complex,1334,5247,1433,20.27,79.73
Buddy Go!,217,115,5983,65.36,34.64
Burenai Ai de,62,135,8365,31.47,68.53
Burn Up Scramble,244,1140,4330,17.63,82.37
Burn Up!,151,925,4847,14.03,85.97
Busou Chuugakusei: Basket Army,260,772,4837,25.19,74.81
Busou Renkin,4171,13439,666,23.69,76.31
Byston Well Monogatari: Garzey no Tsubasa,248,1108,3834,18.29,81.71
C: The Money of Soul and Possibility Control,5884,17456,386,25.21,74.79
CB Chara Go Nagai World,74,224,7221,24.83,75.17
CCW: Crazy Clay Wrestling,80,263,7568,23.32,76.68
Cafe Junkie,199,1422,3638,12.28,87.72
Cafe de Oni,37,83,9641,30.83,69.17
Call Me Tonight,325,738,4893,30.57,69.43
Calm,46,119,8691,27.88,72.12
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,2260,16190,361,12.25,87.75
Can Can Bunny Extra,85,438,6464,16.25,83.75
Candy Candy: Haru no Yobigoe,151,94,7931,61.63,38.37
Card Wang: Mix Master,42,108,8411,28.0,72.0
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,5612,4619,1091,54.85,45.15
Cardfight!! Vanguard G: GIRS Crisis-hen,128,350,4934,26.78,73.22
Cardfight!! Vanguard G: Next,95,254,5326,27.22,72.78
Carnival Phantasm: Illya-jou,633,3440,2449,15.54,84.46
Carol,71,79,8967,47.33,52.67
Casshern Sins,3099,11021,865,21.95,78.05
Cat Shit One,935,3858,2526,19.51,80.49
Catblue: Dynamite,129,248,7525,34.22,65.78
Chain Chronicle: Haecceitas no Hikari Part 2,263,862,3641,23.38,76.62
Chameko no Ichinichi,43,108,9140,28.48,71.52
Change!! Getter Robo: Sekai Saigo no Hi,145,1034,4177,12.3,87.7
Cheer Danshi!! Recap,298,184,5750,61.83,38.17
Cherry no Manma,172,152,7873,53.09,46.91
Chi&#039;s Sweet Home: Atarashii Ouchi,1945,1461,2701,57.11,42.89
Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuu Anzen,182,243,5966,42.82,57.18
Chibi Kero: Kerobouru no Himitsu!?,62,105,8705,37.13,62.87
Chibi Maruko-chan (1995),73,128,7178,36.32,63.68
Chicchana Yukitsukai Sugar,1855,1272,2914,59.32,40.68
Chihayafuru 2,4923,7529,757,39.54,60.46
Chijoku Kankin,26,171,7874,13.2,86.8
Chikansha Thomas,74,411,6407,15.26,84.74
Chikyuu Shoujo Arjuna,1496,2464,2600,37.78,62.22
Chitose Get You!!,756,2128,3067,26.21,73.79
Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,146,653,4548,18.27,81.73
Chocolat no Mahou,503,390,5025,56.33,43.67
Chouja Raideen,91,193,7643,32.04,67.96
Choujigen Game Neptune The Animation OVA,380,2373,2516,13.8,86.2
Choujikuu Romanesque Samy: Missing 99,36,134,8985,21.18,78.82
Choujikuu Seiki Orguss,102,515,5899,16.53,83.47
Choujin Locke: Lord Leon,31,93,9048,25.0,75.0
Choujuu Kishin Dancougar: Ushinawareta Monotachi e no Requiem,23,139,8628,14.2,85.8
Chousoku Spinner,145,272,6314,34.77,65.23
Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,772,1336,3823,36.62,63.38
Chuumon no Ooi Ryouriten (1991),260,407,5967,38.98,61.02
Chuumon no Ooi Ryouriten (1993),37,68,9439,35.24,64.76
Chuunibyou demo Koi ga Shitai! Ren,4133,19293,211,17.64,82.36
ChäoS;Child,1307,5798,1077,18.4,81.6
ChäoS;HEAd,6250,22644,344,21.63,78.37
Cinderella Girls Gekijou: 5 Shuunen Kinen Short Anime,49,157,7898,23.79,76.21
Citrus,2980,7956,502,27.25,72.75
City Hunter: Hyakuman Dollar no Inbou,117,571,5562,17.01,82.99
Clannad,18527,44172,31,29.55,70.45
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",5229,17737,483,22.77,77.23
Classmate no Okaasan,57,530,5723,9.71,90.29
Clockwork Planet,1123,5899,926,15.99,84.01
Clover,1509,993,3722,60.31,39.69
Cobra The Animation: Time Drive,58,467,6310,11.05,88.95
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,1377,4928,1410,21.84,78.16
Code Geass: Hangyaku no Lelouch Picture Drama,2632,5210,1840,33.56,66.44
Code Geass: Hangyaku no Lelouch R2 Flash Specials,507,1194,3524,29.81,70.19
Code-E,871,1921,3214,31.2,68.8
Coffee Tadaiku,41,94,9342,30.37,69.63
Concerto,26,130,8449,16.67,83.33
Coo: Tooi Umi kara Kita Coo,88,148,8032,37.29,62.71
Cosmo Warrior Zero Gaiden,75,283,7438,20.95,79.05
Cosplay Complex,811,1610,3745,33.5,66.5
Cosplay Rakuen,24,292,6563,7.59,92.41
Cossette no Shouzou,4471,5115,1568,46.64,53.36
Court no Naka no Tenshi-tachi,56,377,6778,12.93,87.07
Cowboy Bebop,13020,38352,38,25.34,74.66
Coyote Ragtime Show,666,2317,3077,22.33,77.67
Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,88,224,7604,28.21,71.79
Crayon Shin-chan Movie 03: Unkokusai no Yabou,81,232,6654,25.88,74.12
Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,80,235,6624,25.4,74.6
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,90,222,6782,28.85,71.15
Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,56,166,7288,25.23,74.77
Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,48,141,7561,25.4,74.6
Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,55,127,7556,30.22,69.78
Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,64,152,7520,29.63,70.37
Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,47,134,7647,25.97,74.03
Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,57,198,7213,22.35,77.65
Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,41,119,7891,25.62,74.38
Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,30,106,8149,22.06,77.94
Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,25,80,8366,23.81,76.19
Cream Lemon: Lemon Angel,53,251,7319,17.43,82.57
Crimson Girls: Chikan Shihai,78,520,5050,13.04,86.96
Cross Ange: Tenshi to Ryuu no Rondo,1473,8628,797,14.58,85.42
Cyborg 009,61,223,7184,21.48,78.52
Cyborg 009 (1979),173,454,4847,27.59,72.41
Cyborg 009: The Cyborg Soldier,788,2080,2744,27.48,72.52
D+vine Luv,100,486,6278,17.06,82.94
D-Fang!: Water!!,535,4090,1821,11.57,88.43
D-Spray,29,322,6443,8.26,91.74
D.C. I&II P.S.P. Re-Animated,155,797,5024,16.28,83.72
D.C.II S.S.: Da Capo II Second Season,653,3708,2470,14.97,85.03
D.C.II: Da Capo II,823,4408,2191,15.73,84.27
D.C.III: Da Capo III,331,2465,2683,11.84,88.16
D.C.S.S: Da Capo Second Season,755,4371,2294,14.73,85.27
D.C.S.S: Da Capo Second Season Omake,201,934,4813,17.71,82.29
D.C.if: Da Capo if,417,2299,3351,15.35,84.65
D4 Princess,129,272,7054,32.17,67.83
DD Hokuto no Ken (2013),72,295,6528,19.62,80.38
DD Hokuto no Ken 2 Ichigo Aji+,71,263,6684,21.26,78.74
Dae Jang Geum: Jang Geum&#039;s Dream 2,55,56,8989,49.55,50.45
Dagashi Kashi,2931,14878,333,16.46,83.54
Daiakuji: The Xena Buster Specials,76,543,6285,12.28,87.72
Daikuu Maryuu Gaiking,37,193,7850,16.09,83.91
Daishizen no Majuu: Bagi,93,262,6973,26.2,73.8
Daisuki! Hello Kitty,316,147,7272,68.25,31.75
Daitoshokan no Hitsujikai Picture Drama,39,369,5499,9.56,90.44
Dan Doh!!,143,403,6147,26.19,73.81
Dance in the Vampire Bund,6383,14578,540,30.45,69.55
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,1508,3706,1216,28.92,71.08
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,2491,6033,703,29.22,70.78
Dankichi-jima no Olympic Taikai,55,171,8697,24.34,75.66
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,2315,8295,801,21.82,78.18
Dansai Bunri no Crime Edge,2333,7382,1101,24.01,75.99
Dantalian no Shoka,5373,9703,855,35.64,64.36
Daraku Reijou The Animation: Hakoiri Ojousama Netorare Choukyou Kiroku,15,214,6739,6.55,93.45
Daraku: Onna Kyoushi Hakai,58,448,6050,11.46,88.54
Dark Blue,77,620,4876,11.05,88.95
Dark Cat,113,332,6731,25.39,74.61
Darkside Blues,469,835,4458,35.97,64.03
Darling,188,791,5110,19.2,80.8
Days,314,481,5228,39.5,60.5
Days (TV) OVA,253,430,4703,37.04,62.96
Deadman Wonderland: Akai Knife Tsukai,3505,8246,906,29.83,70.17
Deltora Quest,647,1321,3175,32.88,67.12
Dennou Coil,3529,10057,902,25.98,74.02
Dennou Coil Recaps,54,215,7245,20.07,79.93
Dennou Sentai Voogie&#039;s★Angel,70,249,7624,21.94,78.06
Denpa Kyoushi,159,664,4326,19.32,80.68
Denpa Onna to Seishun Otoko,4819,18118,406,21.01,78.99
Densetsu Kyojin Ideon: Sesshoku-hen,47,357,6592,11.63,88.37
Densetsu no Yuusha Da Garn,63,249,6430,20.19,79.81
Densetsu no Yuusha no Densetsu,4084,14691,448,21.75,78.25
Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,578,776,3936,42.69,57.31
Detective Conan Movie 08: Time Travel of the Silver Sky,358,580,3701,38.17,61.83
Detective Conan Movie 10: Promo Special,247,369,4707,40.1,59.9
Detective Conan Movie 10: Requiem of the Detectives,1358,2148,2161,38.73,61.27
Detective Conan Movie 12: Full Score of Fear,1216,1938,2352,38.55,61.45
Detective Conan Movie 14: The Lost Ship in the Sky,1227,1932,2195,38.84,61.16
Detective Conan Movie 15: Quarter of Silence,934,1633,2443,36.38,63.62
Detective Conan OVA 04: Conan and Kid and Crystal Mother,795,1058,3535,42.9,57.1
Detective Conan OVA 09: The Stranger in 10 Years...,764,1068,3360,41.7,58.3
Detective Conan OVA 10: Kid in Trap Island,600,832,3665,41.9,58.1
Detective Conan: Conan vs. Kid - Jet Black Sniper,124,236,6038,34.44,65.56
Detective Conan: Conan vs. Kid - Shark & Jewel,159,283,5276,35.97,64.03
Devilman Lady,713,1435,3423,33.19,66.81
Di Gi Charat: Hoshi no Tabi,185,339,6602,35.31,64.69
Diabolik Lovers Recap,1440,478,3075,75.08,24.92
Diabolus: Kikoku,64,559,5247,10.27,89.73
Digimon Adventure,7384,16838,305,30.48,69.52
Digimon Adventure tri. 6: Bokura no Mirai,379,1128,3199,25.15,74.85
Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,448,1182,3786,27.48,72.52
Digimon Universe: Appli Monsters,185,572,4251,24.44,75.56
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,404,1467,2983,21.59,78.41
Dirty Pair Flash 3,46,257,6997,15.18,84.82
Dirty Pair: Bouryaku no 005-bin,84,398,6495,17.43,82.57
Discipline Zero,122,871,4345,12.29,87.71
Divergence Eve 2: Misaki Chronicles,150,971,4739,13.38,86.62
Doamaiger D,34,181,7936,15.81,84.19
Dog Days&#039;,1072,6864,1193,13.51,86.49
Dog Days&#039;&#039;,617,4395,1632,12.31,87.69
Dog Days&#039;&#039;: Limone Resort Tenbou Onsen!,51,298,5759,14.61,85.39
Dogs: Bullets & Carnage,4897,5069,1543,49.14,50.86
