title,female_count,male_count,popularity,female_percentage,male_percentage
Dokusen,29,199,7652,12.72,87.28
Dondon Domeru to Ron,52,114,9081,31.33,68.67
Donyatsu,227,196,6033,53.66,46.34
Doraemon Meets Hattori the Ninja,59,130,8276,31.22,68.78
Doraemon Movie 04: Nobita no Kaitei Kiganjou,54,200,7222,21.26,78.74
Doraemon Movie 11: Nobita to Animal Planet,107,281,6713,27.58,72.42
Doraemon Movie 18: Nobita no Nejimaki City Boukenki,55,165,7828,25.0,75.0
Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,76,248,6896,23.46,76.54
Doraemon: Ganbare! Gian!!,44,95,8955,31.65,68.35
Doraemon: It&#039;s Summer!,43,87,8996,33.08,66.92
Doraemon: Nobita&#039;s the Night Before a Wedding,82,167,7756,32.93,67.07
Doraemon: Time Machine de Oshougatsu,55,91,8833,37.67,62.33
Dorei Ichiba,74,421,6339,14.95,85.05
Dorei Kaigo,50,404,6276,11.01,88.99
Dorei Maid Princess,72,529,5433,11.98,88.02
Dorei Usagi to Anthony The Animation,65,686,4672,8.66,91.34
Dororon Enma-kun,112,343,6520,24.62,75.38
Dotto Koni-chan,77,209,7123,26.92,73.08
Double Circle,484,522,5008,48.11,51.89
Doubutsu Mura no Daisodou,20,84,9690,19.23,80.77
Doubutsu no Mori,1160,1057,3147,52.32,47.68
Doukyuusei (OVA): Natsu no Owari ni,43,220,7509,16.35,83.65
Dousou Kai,43,224,7684,16.1,83.9
Dousou Kai Again,31,235,7615,11.65,88.35
Downloader,516,787,5184,39.6,60.4
Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,38,151,8514,20.11,79.89
Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,28,128,8917,17.95,82.05
Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,34,121,8774,21.94,78.06
Dragon Ball Specials,538,2381,2783,18.43,81.57
Dragon Ball Super,1522,12386,278,10.94,89.06
Dragon Ball Z,8044,31988,70,20.09,79.91
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,1130,8115,1244,12.22,87.78
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,1285,9135,1099,12.33,87.67
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",1454,9980,979,12.72,87.28
Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,1054,7835,1265,11.86,88.14
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,1065,7764,1251,12.06,87.94
Dragon Knight Gaiden,25,151,8375,14.2,85.8
Dragonaut: The Resonance,1796,6746,1452,21.03,78.97
Dream Festival!,634,205,3961,75.57,24.43
Dream Hazard: Akuma no Program,17,128,8716,11.72,88.28
Dream Hunter Rem,71,284,6797,20.0,80.0
Drifters (OVA): Kokuou-sama Goranshin,78,340,5706,18.66,81.34
Durarara!! Specials,6505,10847,711,37.49,62.51
Durarara!!x2 Ketsu,3925,9699,429,28.81,71.19
Durarara!!x2 Ten: Onoroke Chakapoko,973,1810,2269,34.96,65.04
E&#039;s Otherwise,874,1720,3310,33.69,66.31
Early Reins,145,437,6543,24.91,75.09
Eat-Man &#039;98,140,522,5730,21.15,78.85
Ecchi na Shintai Sokutei Anime Edition,28,219,6762,11.34,88.66
Egao no Orquesta!,38,80,9312,32.2,67.8
Eien no Hou,56,108,8794,34.15,65.85
Eightman After,74,328,6659,18.41,81.59
Eikoku Koi Monogatari Emma: Molders-hen,1395,1181,3070,54.15,45.85
El Hazard 2: The Magnificent World,284,1025,4386,21.7,78.3
El Hazard: The Magnificent World,559,1692,3411,24.83,75.17
El Hazard: The Wanderers,563,1554,3505,26.59,73.41
Element Hunters,591,1638,3649,26.51,73.49
Elf Hime Nina,62,458,5586,11.92,88.08
Elf-ban Kakyuusei: Anata dake wo Mitsumete...,123,412,6682,22.99,77.01
Elsword: El-ui Yeoin,390,1057,2961,26.95,73.05
Emblem Take 2,28,113,8914,19.86,80.14
Enkou Shoujo: Rikujoubu Yukki no Baai The Animation,21,300,6187,6.54,93.46
Enyoku,47,358,6536,11.6,88.4
Erementar Gerad,3377,8338,1133,28.83,71.17
Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,16,261,6240,5.78,94.22
Eromanga-sensei,2270,13666,272,14.24,85.76
Escaflowne,2632,4634,1634,36.22,63.78
Escha Chron,196,391,4889,33.39,66.61
Eureka Seven: New Order,269,1001,4212,21.18,78.82
Eureka Seven: Pocket ga Niji de Ippai,1355,5474,1867,19.84,80.16
Evangelion: 1.0 You Are (Not) Alone,5794,20878,280,21.72,78.28
Evil or Live,804,2148,1881,27.24,72.76
Eyeshield 21: Maboroshi no Golden Bowl,372,926,4429,28.66,71.34
F,41,186,7851,18.06,81.94
Fairy Tail (2014),5432,15809,120,25.57,74.43
Fairy Tail Movie 2: Dragon Cry,1216,3205,1311,27.51,72.49
Fantastic Cell,18,64,10051,21.95,78.05
Fashion no Hajimari,38,89,9570,29.92,70.08
Fatal Fury: Legend of the Hungry Wolf,196,1158,4441,14.48,85.52
Fatal Fury: The Motion Picture,238,1432,3965,14.25,85.75
Fate/Extra: Last Encore,1034,5614,1093,15.55,84.45
Fate/Grand Order CMs,69,395,5142,14.87,85.13
Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen,131,744,4292,14.97,85.03
Fate/Zero 2nd Season,6503,28333,81,18.67,81.33
Fate/Zero Cafe,331,1108,3476,23.0,77.0
Fate/Zero Remix,496,1669,3138,22.91,77.09
Fate/Zero: Onegai! Einzbern Soudanshitsu,756,2914,2427,20.6,79.4
Fate/kaleid liner Prisma☆Illya,2147,11579,579,15.64,84.36
Fate/kaleid liner Prisma☆Illya 3rei!!,666,4371,1424,13.22,86.78
Fate/kaleid liner Prisma☆Illya 3rei!! Specials,133,902,3798,12.85,87.15
Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,568,3639,2113,13.5,86.5
Fight!!,47,142,8884,24.87,75.13
Final Approach,1396,4504,2217,23.66,76.34
Final Fantasy,701,1719,3445,28.97,71.03
Final Fantasy VII: Advent Children,8255,17391,500,32.19,67.81
Final Fantasy VII: On the Way to a Smile - Episode: Denzel,1541,2947,2622,34.34,65.66
Fire Tripper,215,375,6242,36.44,63.56
Fireball,371,1310,4124,22.07,77.93
Fireball Special,94,313,7135,23.1,76.9
Flashback Game,28,234,7415,10.69,89.31
Forest Fairy Five,92,196,7002,31.94,68.06
Fractale,3228,7875,1275,29.07,70.93
Free!: Eternal Summer – Kindan no All Hard!,2862,1182,1509,70.77,29.23
Free!: FrFr - Short Movie,3589,1306,1670,73.32,26.68
Freezing Vibration Specials,163,1632,2974,9.08,90.92
Fudanshi Koukou Seikatsu,2762,1267,1820,68.55,31.45
Fujoshi no Hinkaku,121,45,8851,72.89,27.11
Fukigen na Mononokean,3060,3079,1253,49.85,50.15
Full Metal Panic!,9880,28977,187,25.43,74.57
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,2062,9348,1395,18.07,81.93
Full Moon wo Sagashite,6775,3692,1158,64.73,35.27
Fullmetal Alchemist,19900,41051,21,32.65,67.35
Fullmetal Alchemist: Brotherhood Specials,3870,7872,957,32.96,67.04
Fullmetal Alchemist: Premium Collection,4366,6424,1524,40.46,59.54
Fullmetal Alchemist: The Conqueror of Shamballa,9295,19975,327,31.76,68.24
Fullmetal Alchemist: The Sacred Star of Milos Specials,630,1178,3105,34.85,65.15
Furifure The Animation,45,362,6025,11.06,88.94
Fuse: Teppou Musume no Torimonochou,1319,1397,2826,48.56,51.44
Fushigi Yuugi OVA,2153,1017,2928,67.92,32.08
Fushigi Yuugi: Eikouden,1817,826,3289,68.75,31.25
Fushigi na Koala Blinky,56,69,9276,44.8,55.2
Fushigi na Somera-chan,269,1150,3698,18.96,81.04
Futago no Haha Seihonnou,50,512,6027,8.9,91.1
Futakoi Alternative,957,4071,2379,19.03,80.97
Futari Ecchi,956,3989,2440,19.33,80.67
Futari wa Milky Holmes,245,878,4154,21.82,78.18
Futari wa Precure: Max Heart,720,706,3802,50.49,49.51
Futari wa Precure: Splash☆Star,545,583,4304,48.32,51.68
Fuyu no Semi Special,400,69,5855,85.29,14.71
G-Taste,227,672,5150,25.25,74.75
G-senjou no Higeki,51,144,8858,26.15,73.85
GJ-bu,1927,9966,782,16.2,83.8
GS Mikami: Gokuraku Daisakusen!!,69,258,7339,21.1,78.9
Gad Guard,494,1383,3726,26.32,73.68
Gag Manga Biyori: Jump Festa 2002 Special,37,99,9049,27.21,72.79
Gakkatsu! 2nd Season,77,214,7605,26.46,73.54
Gakuen Handsome,1169,773,2859,60.2,39.8
Gakuen Heaven,5919,857,1743,87.35,12.65
Gakuen Saimin Reido,96,818,4363,10.5,89.5
Gakuen Shinshoku: XX of the Dead,32,212,6767,13.11,86.89
Gakuen Tokusou Hikaruon,57,266,7585,17.65,82.35
Gakuen no Shuryousha,70,303,6979,18.77,81.23
Gakuen: Chijoku no Zushiki,36,372,6626,8.82,91.18
Gakuentoshi Varanoir Joukan,60,163,8408,26.91,73.09
Galaxy Angel 3 Specials,141,494,6110,22.2,77.8
Gall Force 3: Stardust War,52,306,7300,14.53,85.47
Gallery Fake,674,1082,3947,38.38,61.62
Gamers!,2169,11620,317,15.73,84.27
Ganbarist! Shun,124,325,6757,27.62,72.38
Gang-aji Ttong,239,319,6391,42.83,57.17
Gankutsuou,5990,11848,634,33.58,66.42
Garo: Guren no Tsuki,603,2003,2532,23.14,76.86
Garo: Guren no Tsuki Special,65,198,6992,24.71,75.29
Gasaraki,437,1970,3269,18.16,81.84
Gatchaman Crowds Insight,1493,4126,1501,26.57,73.43
Gatchaman Crowds: Embrace,515,1318,3283,28.1,71.9
Gate Keepers 21,430,1219,3992,26.08,73.92
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",3728,21477,137,14.79,85.21
Gdleen,16,104,9367,13.33,86.67
Gegege no Kitarou (2007),149,294,6353,33.63,66.37
Gekitou! Crush Gear Turbo,194,507,5503,27.67,72.33
Gekka Bijin,53,302,7030,14.93,85.07
Gekkan Shoujo Nozaki-kun Specials,2956,4133,1146,41.7,58.3
Genei wo Kakeru Taiyou,1775,4177,1798,29.82,70.18
Generation of Chaos III: Toki no Fuuin,46,132,8741,25.84,74.16
Genji Monogatari,393,328,5738,54.51,45.49
Genma Taisen: Shinwa Zenya no Shou,48,159,8159,23.19,76.81
Genmu Senki Leda,123,422,6193,22.57,77.43
Genshiken OVA,1688,7021,1803,19.38,80.62
Gensoumaden Saiyuuki: Kibou no Zaika,404,293,5779,57.96,42.04
Ghost in the Shell 2.0,1469,6750,1257,17.87,82.13
Ghost in the Shell: Arise - Alternative Architecture,563,2783,2119,16.83,83.17
Ghost in the Shell: Arise - Border:1 Ghost Pain,823,4336,1747,15.95,84.05
Ghost in the Shell: Arise - Border:4 Ghost Stands Alone,464,2759,2292,14.4,85.6
Ghost in the Shell: Nyuumon Arise,110,442,4592,19.93,80.07
Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),211,786,3799,21.16,78.84
Ghost in the Shell: Stand Alone Complex - Tachikoma no Hibi Fan Disc,121,461,5283,20.79,79.21
Ghost in the Shell: Stand Alone Complex - The Laughing Man,756,3226,2207,18.99,81.01
Ghost in the Shell: Stand Alone Complex 2nd GIG,2843,13582,545,17.31,82.69
Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma no Hibi,122,474,5082,20.47,79.53
Gibo no Toiki: Haitoku Kokoro ni Tadayou Haha no Iroka,98,712,5078,12.1,87.9
Gift: Eternal Rainbow,1070,3856,2364,21.72,78.28
Ginga Eiyuu Densetsu,2681,11041,671,19.54,80.46
Ginga Hyouryuu Vifam,55,304,7012,15.32,84.68
Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,79,434,5479,15.4,84.6
Ginga Nagareboshi Gin,716,1238,3186,36.64,63.36
Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu,947,258,4753,78.59,21.41
Ginga Tetsudou 999,658,1957,2887,25.16,74.84
Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,53,174,8258,23.35,76.65
Ginga Tetsudou Monogatari: Eien e no Bunkiten,141,379,6375,27.12,72.88
Ginga Tetsudou no Yoru,609,1149,3574,34.64,65.36
Ginga e Kickoff!!,620,1635,3098,27.49,72.51
Gintama x Mameshiba,386,712,4185,35.15,64.85
Gintama.: Porori-hen,1218,3894,1464,23.83,76.17
Gintama°,3237,9335,383,25.75,74.25
Gintama°: Aizome Kaori-hen,940,2517,1979,27.19,72.81
Girls & Panzer,1886,11714,559,13.87,86.13
Girls & Panzer Heartful Tank Disc Picture Drama,42,344,5701,10.88,89.12
Girls & Panzer Movie: 3-pun Chotto de Wakaru!! Girls & Panzer,37,346,5987,9.66,90.34
Girls & Panzer: Kore ga Hontou no Anzio-sen desu! - Fushou Akiyama Yukari no Sensha Kouza,24,235,6789,9.27,90.73
Girls Bravo: First Season,2212,12231,871,15.32,84.68
Glass no Usagi,127,217,7536,36.92,63.08
Glasslip,3559,9009,752,28.32,71.68
Go! Go! Ackman,26,180,8533,12.62,87.38
Gochuumon wa Usagi desu ka?,2141,9340,693,18.65,81.35
Gochuumon wa Usagi desu ka??: Dear My Sister,166,1071,3456,13.42,86.58
God Mazinger,38,182,7856,17.27,82.73
Gogo no Kouchou: Junai Mellow yori,42,513,5314,7.57,92.43
Gokinjo Monogatari,1359,464,3846,74.55,25.45
Gokinjo Monogatari the Movie,228,116,7302,66.28,33.72
Goku Sayonara Zetsubou Sensei,2414,6041,1612,28.55,71.45
Gokujou Seitokai,914,1840,3172,33.19,66.81
Golden Time,7099,22779,124,23.76,76.24
Granblue Fantasy,69,271,5467,20.29,79.71
Grancrest Senki Tsuisou,77,440,5120,14.89,85.11
Grander Musashi RV,52,162,7829,24.3,75.7
Grappler Baki (TV),529,3750,2053,12.36,87.64
Great Mazinger,56,335,6226,14.32,85.68
Great Teacher Onizuka,8334,28119,146,22.86,77.14
Green Green Thirteen: Erolutions,594,4062,2685,12.76,87.24
Grey: Digital Target,43,237,7610,15.36,84.64
Grimm Douwa: Kin no Tori,64,96,8783,40.0,60.0
Grimm Masterpiece Theater,247,247,6341,50.0,50.0
Grisaia no Rakuen Specials,199,2253,2285,8.12,91.88
Guardian Hearts,235,1242,4488,15.91,84.09
Guilty Crown,11683,33355,49,25.94,74.06
Guilty Crown: 4-koma Gekijou,482,1460,2918,24.82,75.18
Guin Saga,1384,4369,2055,24.06,75.94
Gundam Build Fighters Try: Island Wars,77,685,4493,10.1,89.9
Gundam Evolve,191,1109,4224,14.69,85.31
Gundam Neo Experience 0087: Green Divers,74,348,6640,17.54,82.46
Gunnm 3D Special,56,231,7466,19.51,80.49
Gunslinger Stratos: The Animation,1011,4821,1422,17.34,82.66
Gunsmith Cats,591,2725,2647,17.82,82.18
Guy: Youma Kakusei,24,195,7904,10.96,89.04
Gyakkyou Burai Kaiji: Hakairoku-hen,1076,7321,1009,12.81,87.19
Gyakuten Saiban 6 Prologue,91,223,6752,28.98,71.02
Hacka Doll,145,504,4978,22.34,77.66
Hagane Orchestra,105,349,5835,23.13,76.87
Hagure Yuusha no Aesthetica,2634,16610,339,13.69,86.31
Hagure Yuusha no Aesthetica: Hajirai Ippai,290,2732,2306,9.6,90.4
Haibane Renmei,7124,14181,530,33.44,66.56
Haikara-san ga Tooru,223,143,6820,60.93,39.07
Haikyuu!! Quest Picture Drama,285,288,4700,49.74,50.26
Haikyuu!! Second Season,6119,12523,171,32.82,67.18
Haiyoru! Nyaruani: Remember My Love(craft-sensei),736,3006,2616,19.67,80.33
Haja Kyosei G Dangaiou,46,306,7203,13.07,86.93
Hajime no Ippo: Boxer no Kobushi,323,2993,2258,9.74,90.26
Hajimete no Gal OVA,176,1532,2745,10.3,89.7
Hakaba Kitarou,637,964,4058,39.79,60.21
Hakkenden: Touhou Hakken Ibun,4400,4333,1114,50.38,49.62
Hakkenden: Touhou Hakken Ibun 2nd Season,2427,2134,1736,53.21,46.79
Hakugei Densetsu,73,294,6867,19.89,80.11
Hakuouki,9042,6686,773,57.49,42.51
Hakuouki Shinkai: Kaze no Shou,142,83,7217,63.11,36.89
Hakushon Daimaou,50,152,8446,24.75,75.25
Hal,4332,4687,1139,48.03,51.97
Hana no Joshi Announcer: Newscaster Etsuko,130,1027,4513,11.24,88.76
Hana to Alice: Satsujin Jiken,844,1272,2938,39.89,60.11
Hana to Hebi The Animation,41,230,7103,15.13,84.87
Hana yori Dango (Movie),782,282,4765,73.5,26.5
Hanamaru Youchien Special Preview,60,203,7516,22.81,77.19
Hanappe Bazooka,50,297,7452,14.41,85.59
Hanasaku Iroha,7220,16754,387,30.12,69.88
Hanaukyou Maid-tai,553,3718,2515,12.95,87.05
Hanbun no Tsuki ga Noboru Sora,4768,9442,1100,33.55,66.45
Hand Shakers,1112,4161,1266,21.09,78.91
Handsome Girl,355,182,6610,66.11,33.89
Hanoka,137,380,6714,26.5,73.5
Happiness!: Watarase Jun no Kareinaru Ichinichi,275,1035,4722,20.99,79.01
Happy Birthday: Inochi Kagayaku Toki,157,230,7021,40.57,59.43
Happy Seven: The TV Manga,336,528,5415,38.89,61.11
Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri,62,474,6203,11.57,88.43
Happy☆Lesson: The Final,202,1425,4233,12.42,87.58
Harem Time The Animation,114,1242,3536,8.41,91.59
Haru wa Kuru,56,100,9125,35.9,64.1
Harukanaru Toki no Naka de 3: Owarinaki Unmei,340,134,6796,71.73,28.27
Harukoi Otome,124,763,5040,13.98,86.02
Hashi no Mukou,73,126,8134,36.68,63.32
Hataraki Man,1310,1886,2919,40.99,59.01
Hataraku Maou-sama!,10330,31980,51,24.42,75.58
Hataraku Otona no Renai Jijou The Animation,23,252,6183,8.36,91.64
Hatsu Inu 2 The Animation: Strange Kind of Woman - Again,221,1684,3699,11.6,88.4
Haunted Junction,230,417,6015,35.55,64.45
Hayate no Gotoku! Cuties,468,3519,2141,11.74,88.26
Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,896,5512,2119,13.98,86.02
Heart Realize,171,392,5405,30.37,69.63
HeatGuy J Special,89,374,7003,19.22,80.78
Heisa Byouin,33,302,7113,9.85,90.15
Heisa Byoutou,27,217,7588,11.07,88.93
Heisei Harenchi Gakuen,7,143,8663,4.67,95.33
Heisei Inu Monogatari Bow,47,55,9271,46.08,53.92
Heisei Tanuki Gassen Ponpoko,2641,3607,1658,42.27,57.73
Hello! Sandybell,393,228,5759,63.29,36.71
Hellsing,12261,27524,125,30.82,69.18
Hellsing I: Digest for Freaks,1065,2369,2321,31.01,68.99
Helter Skelter: Hakudaku no Mura,79,673,4867,10.51,89.49
HenSemi,805,3531,2520,18.57,81.43
Hentai Ouji to Warawanai Neko.: Henneko BBS,313,1881,2618,14.27,85.73
Herlock Saga: Nibelung no Yubiwa,173,644,5321,21.18,78.82
Hero Bank,84,290,6678,22.46,77.54
Heroman Specials,101,427,6708,19.13,80.87
Hetalia: The Beautiful World Specials,789,405,3453,66.08,33.92
Hetalia: The World Twinkle Specials,291,159,5252,64.67,35.33
Heya/Keitai,21,63,9628,25.0,75.0
Hi no Tori,322,762,4791,29.7,70.3
Hibike! Euphonium Movie: Todoketai Melody,296,880,3576,25.17,74.83
Hibike! Euphonium: Kakedasu Monaka,850,2681,2279,24.07,75.93
Hidamari Sketch x 365 Specials,375,1927,3387,16.29,83.71
Hidamari Sketch x ☆☆☆,571,2485,2777,18.68,81.32
Hidamari Sketch x ☆☆☆ Specials,262,1504,3661,14.84,85.16
Higashi no Eden,12548,27215,156,31.56,68.44
Higashi no Eden Movie II: Paradise Lost,4256,10158,847,29.53,70.47
High School DxD,4947,31566,56,13.55,86.45
High School DxD BorN,1296,15746,189,7.6,92.4
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,208,2625,1952,7.34,92.66
High School DxD BorN: Yomigaeranai Fushichou,244,3460,1540,6.59,93.41
High School Fleet,997,4705,1355,17.49,82.51
Highschool of the Dead: Drifters of the Dead,3980,16904,454,19.06,80.94
Higurashi no Naku Koro ni Kai,9517,22147,251,30.06,69.94
Higurashi no Naku Koro ni Kai Specials,1582,3224,2002,32.92,67.08
Higurashi no Naku Koro ni Kaku: Outbreak,1610,4205,1738,27.69,72.31
Hiiro no Koku,9,131,8624,6.43,93.57
Hika Ryoujoku: Wana ni Hamatta Futari,31,226,7643,12.06,87.94
Hikari no Megami,134,509,5482,20.84,79.16
Hikari to Mizu no Daphne,404,1676,3671,19.42,80.58
Hikari to Mizu no Daphne Specials,80,517,6433,13.4,86.6
Hikaru no Go,3830,7594,1001,33.53,66.47
Himawari!,995,2637,2817,27.4,72.6
Himawari!!,395,1252,3981,23.98,76.02
Himesama Gentei!,53,705,4699,6.99,93.01
Himesama Goyoujin,208,259,7062,44.54,55.46
Himitsu Spark,23,93,9018,19.83,80.17
Hirune Hime: Shiranai Watashi no Monogatari,773,1608,2651,32.47,67.53
Hitou Meguri Kakure Yu,66,632,5039,9.46,90.54
Hitou Meguri Kakure Yu: Mao-hen,62,533,5289,10.42,89.58
Hitozuma Cosplay Kissa 2: Hitozuma LoveLove - Cosplay OVA,36,319,6821,10.14,89.86
Hitozuma Koukan Nikki,34,423,6201,7.44,92.56
Hitozuma Life: One Time Gal,10,184,7169,5.15,94.85
Hitsugi no Chaika OVA,490,2828,2243,14.77,85.23
Hitsugi no Chaika: Avenging Battle,1527,9562,692,13.77,86.23
Hitsuji no Uta,1452,1489,3401,49.37,50.63
Hiyoko Gumo,91,82,9323,52.6,47.4
Hiyokoi (2012),1430,902,2845,61.32,38.68
Hi☆sCoool! SeHa Girls,269,1206,3877,18.24,81.76
Hokuto no Ken,867,6126,1324,12.4,87.6
Hokuto no Ken 2,194,1811,3017,9.68,90.32
Hokuto no Ken Zero: Kenshirou Den,90,905,4586,9.05,90.95
Hokuto no Ken: Toki-den,81,779,4947,9.42,90.58
Hon Ran,27,196,8250,12.11,87.89
Honey Tokyo,152,269,7394,36.1,63.9
Honobono Log,1137,1521,2283,42.78,57.22
Honoo no Alpenrose: Judy & Randy,148,109,7481,57.59,42.41
Honoo no Haramase Motto! Hatsuiku! Karada Sokutei 2,20,330,5884,5.71,94.29
Hontou ni Atta,19,287,6608,6.21,93.79
Hooligan,24,329,7158,6.8,93.2
Hoozuki no Reitetsu,3640,4921,1128,42.52,57.48
Hoshi no Kirby:  Taose!! Koukaku Majuu Ebizou,14,74,8940,15.91,84.09
Hotaruko,164,519,5801,24.01,75.99
Houkago no Pleiades,1183,2161,3083,35.38,64.62
Hundred,943,9033,514,9.45,90.55
Hunter x Hunter Pilot,571,1387,3245,29.16,70.84
Huyao Xiao Hongniang,392,1444,2623,21.35,78.65
Huyao Xiao Hongniang: Beishan Yaodi,49,267,6104,15.51,84.49
Huyao Xiao Hongniang: Qian Yan,36,175,6727,17.06,82.94
Huyao Xiao Hongniang: Wangquan Fugui,125,567,4244,18.06,81.94
Hyakka Ryouran: Samurai Bride Specials,86,960,3986,8.22,91.78
Hyakka Ryouran: Samurai Girls Specials,289,3049,2829,8.66,91.34
Hyakka Zukan,43,98,9356,30.5,69.5
Hyakko,2089,5780,1909,26.55,73.45
Hyakujitsu no Bara: Jinginaki Nikukyuu-hen,584,68,4861,89.57,10.43
Hyouka: Motsubeki Mono wa,3042,8485,969,26.39,73.61
I&#039;&#039;s,385,1313,4235,22.67,77.33
I&#039;m Here with You,51,68,9982,42.86,57.14
Iblard Jikan,1135,1750,3202,39.34,60.66
Ice,533,928,4492,36.48,63.52
Ichigo 100%,2746,10915,1066,20.1,79.9
Ichigo 100% Special 2,474,3082,3100,13.33,86.67
Ichigo Mashimaro OVA,886,2682,2908,24.83,75.17
Idaten Jump,198,430,5289,31.53,68.47
Idol Kyousei Sousa,13,144,7303,8.28,91.72
Ie Naki Ko,392,775,4444,33.59,66.41
Ie Naki Ko Remy Specials,68,113,8000,37.57,62.43
Ienai Koto The Animation,30,332,6059,8.29,91.71
Ijou Chitai: Jikken Dorei,19,290,6679,6.15,93.85
Ike! Ina-chuu Takkyuubu,358,1629,3680,18.02,81.98
Ikeike! Momon-chan Specials,24,79,10076,23.3,76.7
Iketeru Futari,512,2557,3235,16.68,83.32
Ikkitousen: Dragon Destiny Specials,461,3342,2866,12.12,87.88
Ikkitousen: Great Guardians,923,6235,1678,12.89,87.11
Ikkitousen: Shuugaku Toushi Keppuuroku,209,1577,3531,11.7,88.3
Ikkitousen: Xtreme Xecutor,624,4500,1978,12.18,87.82
Ikoku Meiro no Croisée Picture Drama,243,411,5968,37.16,62.84
Ikusa Otome Valkyrie G,30,335,6261,8.22,91.78
Imawa no Kuni no Alice,40,128,7348,23.81,76.19
Imouto de Ikou!,70,549,5989,11.31,88.69
Imouto sae Ireba Ii.,1021,7269,745,12.32,87.68
Implicity,21,196,7134,9.68,90.32
"Inari, Konkon, Koi Iroha.",3520,6963,970,33.58,66.42
"Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.",899,1805,2982,33.25,66.75
Inazuma Eleven: Chou Jigen Dream Match,76,286,5341,20.99,79.01
Inazuma Eleven: Outer Code,71,201,6300,26.1,73.9
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,269,706,3663,27.59,72.41
Inbo,46,536,5795,7.9,92.1
Inferno Cop: Fact Files,170,782,4507,17.86,82.14
Infini-T Force,120,592,4534,16.85,83.15
Initial D Battle Stage,299,2260,2806,11.68,88.32
Injuu Alien,83,361,6753,18.69,81.31
Injuu Daikessen,21,158,8588,11.73,88.27
Innocent Blue,33,291,6750,10.19,89.81
Inshitsu Otaku ni Ikareru Kanojo,49,473,5588,9.39,90.61
Inu to Hasami wa Tsukaiyou,2417,8539,980,22.06,77.94
InuYasha,14567,20172,141,41.93,58.07
InuYasha: Kanketsu-hen,5462,7483,626,42.19,57.81
Inyoku Tokkyuu Zetsurinou,52,354,6069,12.81,87.19
Inyouchuu Etsu,55,413,5772,11.75,88.25
Ippatsu Kiki Musume,173,732,5464,19.12,80.88
Isaku,18,194,7917,8.49,91.51
Isekai wa Smartphone to Tomo ni.,965,8282,550,10.44,89.56
Ishida to Asakura Special,148,475,6282,23.76,76.24
Isuca,944,7003,955,11.88,88.12
Itadaki! Seieki♥ Special,66,617,4610,9.66,90.34
Itoshi no Kotodama,14,132,8803,9.59,90.41
Itoshi no Muco,248,405,4791,37.98,62.02
Itsudatte My Santa!,651,1674,3747,28.0,72.0
Iyashite Agerun Saiyuuki,97,673,5352,12.6,87.4
Izumo: Takeki Tsurugi no Senki,623,1345,3821,31.66,68.34
I☆Can,99,736,4756,11.86,88.14
JK to Orc Heidan: Aku Buta Oni ni Ryougyaku Sareta Seijo Gakuen,50,507,5306,8.98,91.02
Jewelpet,549,338,4666,61.89,38.11
Jigazou,94,255,7599,26.93,73.07
Jigoku Sensei Nube,582,1381,3529,29.65,70.35
Jigoku Sensei Nube (Movie),67,192,7553,25.87,74.13
Jigoku Sensei Nube OVA,85,280,7093,23.29,76.71
Jigoku Youchien,101,188,7848,34.95,65.05
Jii Tousaku,21,163,8191,11.41,88.59
Jikuu Ihoujin Kyoko: Chocola ni Omakase!,445,171,6663,72.24,27.76
Jingle,20,57,10063,25.97,74.03
Jinki:Extend OVA,93,459,6635,16.85,83.15
Jinrui wa Suitai Shimashita,3955,10312,723,27.72,72.28
Jitaku Keibiin,20,305,5668,6.15,93.85
JoJo no Kimyou na Bouken: Adventure,704,2881,2103,19.64,80.36
