title,female_count,male_count,popularity,female_percentage,male_percentage
Ixion Saga DT,1631,6848,1186,19.24,80.76
Je T&#039;aime,425,686,5027,38.25,61.75
Jewelpet Kira☆Deco!,165,125,6872,56.9,43.1
Jewelpet Twinkle☆,478,279,4691,63.14,36.86
Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,63,61,8677,50.81,49.19
Jewelry The Animation,21,158,7537,11.73,88.27
Jigoku Shoujo Futakomori,6217,8482,862,42.3,57.7
Jigoku Shoujo: Yoi no Togi,1280,2044,2107,38.51,61.49
Jikuu Boukenki Zentrix,14,68,9406,17.07,82.93
Jikuu Tantei Genshi-kun,477,930,4404,33.9,66.1
Jikuu Tenshou Nazca,276,477,5328,36.65,63.35
Jinrui wa Suitai Shimashita Specials,561,1677,3160,25.07,74.93
"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo",166,482,5305,25.62,74.38
Jinshin Yuugi,39,235,7612,14.23,85.77
Jiu Se Lu,98,99,8404,49.75,50.25
JoJo no Kimyou na Bouken,875,3217,1892,21.38,78.62
JoJo no Kimyou na Bouken: Diamond wa Kudakenai,1857,9047,432,17.03,82.97
Joker: Marginal City,53,112,8767,32.12,67.88
Jokuana,17,238,7428,6.67,93.33
Joou-sama wa M Dorei,25,212,7737,10.55,89.45
Joshikousei no Koshitsuki,70,871,4170,7.44,92.56
Joshikousei: Girl&#039;s High Specials,177,529,5735,25.07,74.93
Jungle Taitei,331,402,5281,45.16,54.84
Jungle Taitei (1989),252,242,6524,51.01,48.99
Jungle de Ikou!,115,710,5362,13.94,86.06
Jungle wa Itsumo Hare nochi Guu Deluxe,530,1297,3729,29.01,70.99
Jungle wa Itsumo Hare nochi Guu Final,438,1138,3993,27.79,72.21
Junjou Romantica OVA,2782,374,2089,88.15,11.85
Junjou Romantica Special,2616,351,2557,88.17,11.83
Junkers Come Here,293,463,5553,38.76,61.24
Jutaijima,30,433,5417,6.48,93.52
Juubee Ninpuuchou,2189,8687,1160,20.13,79.87
Juubee Ninpuuchou: Ryuuhougyoku-hen,918,3911,2263,19.01,80.99
Juuni Taisen,2387,7819,571,23.39,76.61
Juusen Battle Monsuno,153,340,5998,31.03,68.97
Juusou Kikou Dancougar Nova,217,632,5345,25.56,74.44
K-On!!,9365,23438,183,28.55,71.45
K: Missing Kings - Manner Movie,173,306,4973,36.12,63.88
KO Seiki Beast Sanjuushi,79,238,7399,24.92,75.08
KY-kei JC Kuuki-chan,29,76,9596,27.62,72.38
Kagaku Ninja-tai Gatchaman II,44,182,7889,19.47,80.53
Kagaku na Yatsura,164,2097,3121,7.25,92.75
Kage kara Mamoru!,840,2993,2704,21.91,78.09
Kago Shintarou Anime Sakuhin Shuu,164,274,6467,37.44,62.56
Kaguya-hime no Monogatari,3013,4624,1106,39.45,60.55
Kaichou wa Maid-sama!,18197,25772,71,41.39,58.61
Kaidan Restaurant,1237,1136,3476,52.13,47.87
Kaiketsu Jouki Tanteidan,132,402,6197,24.72,75.28
Kaiketsu Zorori (TV),78,142,7447,35.45,64.55
Kaiketsu Zorro,614,706,4390,46.52,53.48
Kaitou Joker 2nd Season,125,325,5589,27.78,72.22
Kaitou Reinya Pilot,42,97,9380,30.22,69.78
Kaitou Tenshi Twin Angel,364,727,5138,33.36,66.64
Kakomareta Sekai,77,163,8184,32.08,67.92
Kakumeiki Valvrave Recaps,72,267,6521,21.24,78.76
Kakumeiteki Broadway Shugisha Doumei,24,69,10012,25.81,74.19
Kakuriyo no Yadomeshi,1492,1163,2046,56.2,43.8
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,153,705,5301,17.83,82.17
Kaleido Star,4487,3823,1499,54.0,46.0
Kaleido Star: Aratanaru Tsubasa - Extra Stage,1304,989,3601,56.87,43.13
Kaleido Star: Good da yo! Goood!!,718,577,4692,55.44,44.56
Kamen Rider Den-O: Imagin Anime,65,122,8614,34.76,65.24
Kamen Rider Fourze x Crayon Shin-chan,22,94,9177,18.97,81.03
Kamen no Maid Guy OVA,241,1652,4117,12.73,87.27
Kami nomi zo Shiru Sekai: 4-nin to Idol,1567,8523,1167,15.53,84.47
Kamichama Karin,3942,1899,1916,67.49,32.51
Kamichu! Specials,452,1362,4042,24.92,75.08
Kamisama Dolls,2390,7129,1443,25.11,74.89
Kamisama no Inai Nichiyoubi: Kioku,1120,2524,2522,30.74,69.26
Kanamemo,1520,3984,2202,27.62,72.38
Kanin Tokkyuu Michishio,23,177,7932,11.5,88.5
Kanojo ga Flag wo Oraretara OVA,184,1682,3182,9.86,90.14
Kanojo ga Mimai ni Konai Wake,70,480,5541,12.73,87.27
Kanojo to Kanojo no Neko,5184,6984,1239,42.6,57.4
Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,349,2676,2596,11.54,88.46
Kanokon: Manatsu no Dai Shanikusai,550,4976,2094,9.95,90.05
Kanon,2322,5315,1594,30.4,69.6
Kanon (2006),7169,20684,402,25.74,74.26
Kansen 2: Inzai Toshi,47,533,5614,8.1,91.9
Kansen: Ball Buster The Animation,25,383,5923,6.13,93.87
Kappa no Coo to Natsuyasumi,624,942,3853,39.85,60.15
Kappa no Kaikata,123,183,7574,40.2,59.8
Kara no Kyoukai 2: Satsujin Kousatsu (Zen),4630,16429,587,21.99,78.01
Kara no Kyoukai 7: Satsujin Kousatsu (Kou),3403,13293,707,20.38,79.62
Kara no Kyoukai 8: Shuushou,1812,7164,1372,20.19,79.81
Kara no Kyoukai Remix: Gate of Seventh Heaven,1175,3846,2133,23.4,76.6
Kara no Kyoukai: Mirai Fukuin - Extra Chorus,502,2243,2572,18.29,81.71
Kara no Shoujo,133,564,5406,19.08,80.92
Karakai Jouzu no Takagi-san,1316,7610,654,14.74,85.26
Karakuri Kiden: Hiwou Senki,52,138,8465,27.37,72.63
Karas,2191,7416,1530,22.81,77.19
Karen Senki,297,1185,3745,20.04,79.96
Karigurashi no Arrietty,6588,8467,613,43.76,56.24
Karneval,1236,469,3232,72.49,27.51
Karo to Piyobupt: Ouchi,31,81,9736,27.68,72.32
Karo to Piyobupt: Sandwich,32,79,9748,28.83,71.17
Katanagatari,6036,21565,228,21.87,78.13
Katekyo Hitman Reborn! Special,1810,1939,2498,48.28,51.72
Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,1185,1166,3227,50.4,49.6
Katsugeki/Touken Ranbu,2056,4066,1130,33.58,66.42
Kawa no Hikari,109,140,8322,43.78,56.22
Kazama Mana,95,669,5293,12.43,87.57
Kaze Tachinu,3833,7220,752,34.68,65.32
Kaze no Youjinbou,388,939,4174,29.24,70.76
Kaze wo Mita Shounen,398,581,5240,40.65,59.35
Keifuku-san,36,153,7997,19.05,80.95
Keijo!!!!!!!!,1533,10505,451,12.73,87.27
Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,711,1998,2517,26.25,73.75
Kekkaishi,3032,8032,1118,27.4,72.6
Kennel Tokorozawa,16,131,8763,10.88,89.12
Kenran Butou Sai: The Mars Daybreak,547,2369,3020,18.76,81.24
Keroro,168,345,5038,32.75,67.25
Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,142,304,5929,31.84,68.16
Ketsuekigata-kun! 3,135,156,6925,46.39,53.61
Ketsuekigata-kun! Featuring Yuri & Nasuno,169,326,6522,34.14,65.86
Kiddy Grade,2060,4864,1947,29.75,70.25
Kidou Keisatsu Patlabor: On Television,502,2498,2629,16.73,83.27
Kigurumikku V3,83,276,7634,23.12,76.88
Kikou Ryohei Mellowlink,80,671,5165,10.65,89.35
Kikou Senki Dragonar,70,399,6266,14.93,85.07
Kill Me Baby,2090,7222,1168,22.44,77.56
Killing Bites,564,4295,1221,11.61,88.39
Kimagure Orange☆Road: Tanabata Special,28,116,8577,19.44,80.56
Kimi ga Aruji de Shitsuji ga Ore de,1925,11288,1039,14.57,85.43
Kimi ga Nozomu Eien,5082,13309,829,27.63,72.37
Kimi ga Nozomu Eien: Ayu Mayu Gekijou,298,996,4883,23.03,76.97
Kimi ni Maji Kyun!,240,77,6011,75.71,24.29
Kimi ni Todoke,17316,23114,111,42.83,57.17
Kimi ni Todoke 2nd Season Specials,2221,1992,2176,52.72,47.28
Kimi no Kokoro wa Kagayaiteru kai?,297,583,4739,33.75,66.25
Kimi no Sumu Machi,44,70,8976,38.6,61.4
Kimi to Boku. 2,3501,3787,1444,48.04,51.96
Kimihagu,66,541,5647,10.87,89.13
Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,56,127,8196,30.6,69.4
Kindan no Mokushiroku: Crystal Triangle,50,201,8040,19.92,80.08
Kiniro no Corda: Blue♪Sky,1740,686,2743,71.72,28.28
Kiniro no Corda: Primo Passo,8147,3177,1138,71.94,28.06
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,1448,3931,2066,26.92,73.08
Kino no Tabi: The Beautiful World - The Animated Series,1842,5835,954,23.99,76.01
Kira Kira 5th Anniversary Live Anime: Kick Start Generation,85,328,7323,20.58,79.42
Kirakira☆Precure A La Mode,273,323,4968,45.81,54.19
Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,86,95,8030,47.51,52.49
Kirepapa.,5401,522,1878,91.19,8.81
Kiseijuu: Sei no Kakuritsu,9183,28734,42,24.22,75.78
Kishin Houkou Demonbane,436,1362,4113,24.25,75.75
Kishin Houkou Demonbane (TV),1162,4281,2155,21.35,78.65
Kiss Dum R: Meguriahi,42,128,8592,24.71,75.29
Kiss x Sis,2987,16255,471,15.52,84.48
Kiss x Sis (TV),4453,23245,224,16.08,83.92
Kita e.: Diamond Dust Drops Special,55,145,8413,27.5,72.5
Kitty&#039;s Paradise,112,55,8932,67.07,32.93
Kizuna: Koi no kara Sawagi,961,109,4919,89.81,10.19
Kobato.,7742,9276,814,45.49,54.51
Kobato.: Hajimete no Kobato.,645,631,4270,50.55,49.45
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",770,3846,1498,16.68,83.32
Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),192,830,4301,18.79,81.21
Kodomo no Jikan OVA,836,4181,2446,16.66,83.34
Kodomo no Omocha,484,284,5477,63.02,36.98
Koe de Oshigoto! The Animation,1845,9346,1188,16.49,83.51
Koe no Katachi,8127,20005,77,28.89,71.11
Koharu Biyori,640,3430,2968,15.72,84.28
Koi Kaze,2501,6880,1453,26.66,73.34
Koi to Senkyo to Chocolate: Koi Imouto!,304,2701,2677,10.12,89.88
Koiito Kinenbi The Animation,132,1237,3673,9.64,90.36
Koikishi Purely☆Kiss The Animation,115,937,4043,10.93,89.07
Koinaka: Koinaka de Hatsukoi x Nakadashi Sexual Life The Animation,38,480,5071,7.34,92.66
Koisuru Tenshi Angelique: Kagayaki no Ashita Special,223,82,7389,73.11,26.89
Koi☆Sento,494,938,4653,34.5,65.5
Koko ni Iru,48,68,9461,41.38,58.62
Kokoro Toshokan,368,668,5159,35.52,64.48
Konbini Kareshi,1407,2049,1816,40.71,59.29
Koneko no Chii: Ponponra Daibouken,419,374,4857,52.84,47.16
Konjiki no Gash Bell!!: 101 Banme no Mamono,195,692,4740,21.98,78.02
Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,88,337,6426,20.71,79.29
Konna ni Yasashiku Sareta no,14,240,6966,5.51,94.49
Konnichiwa Onara Gorou,28,113,8903,19.86,80.14
Kono Bijutsubu ni wa Mondai ga Aru!,1816,8137,694,18.25,81.75
"Kono Danshi, Mahou ga Oshigoto Desu.",1368,344,3071,79.91,20.09
"Kono Danshi, Ningyo Hiroimashita.",1970,347,2638,85.02,14.98
"Kono Danshi, Uchuujin to Tatakaemasu.",1853,477,2933,79.53,20.47
Kono Sekai no Katasumi ni,1624,3577,1540,31.22,68.78
Kono Subarashii Sekai ni Shukufuku wo!,4595,26294,58,14.88,85.12
Kore wa Zombie Desu ka? OVA,1562,10531,931,12.92,87.08
Kore wa Zombie Desu ka? of the Dead,2708,18685,293,12.66,87.34
Kotatsu Neko (ONA),102,149,8666,40.64,59.36
Kotowari: Kimi no Kokoro no Koboreta Kakera,41,497,5409,7.62,92.38
Kouchou-sensei to Kujira,197,288,7275,40.62,59.38
Kouin Tenshi: Haitoku no Lycéenne,16,156,8629,9.3,90.7
Koukaku no Pandora,524,3201,2017,14.07,85.93
Koutetsu Jeeg,46,213,7468,17.76,82.24
Koutetsu Tenshi Kurumi Encore,230,1016,4796,18.46,81.54
Koutetsu Tenshi Kurumi Zero,197,836,5207,19.07,80.93
Koutetsu no Majo Annerose,90,869,4210,9.38,90.62
Kowabon,1469,1975,2375,42.65,57.35
Kowarekake no Orgel,1545,3912,2166,28.31,71.69
Koyomimonogatari,1086,6650,919,14.04,85.96
"Kumo no Mukou, Yakusoku no Basho",6479,14192,621,31.34,68.66
Kumo to Tulip,91,224,7907,28.89,71.11
Kurage no Shokudou,747,802,3643,48.22,51.78
Kurai Mirai,64,422,6481,13.17,86.83
Kure-nai,3534,9145,1192,27.87,72.13
Kuro Ai: Hitoyozumakan Inkou Rannyuuroku,284,1247,4085,18.55,81.45
Kuro no Danshou,46,292,7234,13.61,86.39
Kurogane Communication,150,542,5620,21.68,78.32
Kurogane no Linebarrels Specials,108,763,5268,12.4,87.6
Kuroko no Basket 2nd Season,7591,15057,153,33.52,66.48
Kuroko no Basket 3rd Season,5277,11996,226,30.55,69.45
Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,593,873,3200,40.45,59.55
Kuroko no Basket Movie 4: Last Game,1588,3766,1129,29.66,70.34
Kuroko no Basket NG-shuu,2900,2359,1777,55.14,44.86
Kuroko no Basket: Oshaberi Demo Shimasen ka,671,708,3379,48.66,51.34
Kuroko no Basket: Tip Off,3147,3880,1458,44.78,55.22
Kuroshitsuji,22596,23295,60,49.24,50.76
Kuroshitsuji II Specials,5749,2442,1108,70.19,29.81
Kuroshitsuji Movie: Book of the Atlantic,2648,1739,1327,60.36,39.64
Kuroshitsuji Picture Drama,1619,731,3049,68.89,31.11
Kuroshitsuji Recap,2480,1336,2326,64.99,35.01
"Kuroshitsuji: Sono Shitsuji, Kougyou",6308,3394,1220,65.02,34.98
Kuruneko,361,288,5839,55.62,44.38
Kussetsu,17,145,8681,10.49,89.51
Kuzu no Honkai,4976,12735,281,28.1,71.9
Kyattou Ninden Teyandee,491,1234,3944,28.46,71.54
Kyonyuu Hitozuma Onna Kyoushi Saimin,14,388,5473,3.48,96.52
Kyonyuu Reijou MC Gakuen,18,288,5863,5.88,94.12
Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,19,349,6144,5.16,94.84
Kyoto Animation: Ikitaku Naru Omise-hen,390,472,5661,45.24,54.76
Kyou kara Maou! 3rd Series,2384,1320,2490,64.36,35.64
Kyou kara Maou! R,2125,1084,2904,66.22,33.78
"Kyou, Koi wo Hajimemasu",3481,1060,2392,76.66,23.34
Kyoufu no Bio Ningen Saishuu Kyoushi,58,404,6789,12.55,87.45
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,1639,3159,2390,34.16,65.84
Kyoukai no Rinne (TV),2439,4603,1336,34.64,65.36
Kyoukaisenjou no Horizon,2294,12162,737,15.87,84.13
Kyoukaisenjou no Horizon Specials,45,271,6303,14.24,85.76
Kyoushoku Soukou Guyver (1989),137,1045,4075,11.59,88.41
Kyoushoku Soukou Guyver (2005),298,2084,3101,12.51,87.49
Kyutai Panic Adventure!,41,159,8083,20.5,79.5
Kyuuketsuhime Miyu,1294,1356,3293,48.83,51.17
L/R: Licensed by Royal,196,387,6092,33.62,66.38
Lance N&#039; Masques,740,3584,1837,17.11,82.89
Landlock,51,271,7778,15.84,84.16
Last Exile,4447,13140,689,25.29,74.71
Last Orders,37,128,8876,22.42,77.58
Layton Kyouju to Eien no Utahime,901,1772,2888,33.71,66.29
Leatherman,17,180,8067,8.63,91.37
Lesbian Byoutou,67,228,7630,22.71,77.29
Let&#039;s Nupu Nupu,84,414,6658,16.87,83.13
Ling Yu 2nd Season,7,51,9338,12.07,87.93
Little Busters!,4251,16482,457,20.5,79.5
Little Busters!: EX,657,3780,1969,14.81,85.19
Little Busters!: Refrain,1759,8650,901,16.9,83.1
Lolita Anime,41,219,7480,15.77,84.23
Lost Song,264,529,4572,33.29,66.71
Lostorage Incited WIXOSS,993,2611,1889,27.55,72.45
Love 2 Quad,70,842,4226,7.68,92.32
Love Hina Christmas Special: Silent Eve,1875,8216,1563,18.58,81.42
Love Lab,2865,9234,781,23.68,76.32
Love Live! Kouhaku Special Anime,118,252,6166,31.89,68.11
Love Live! School Idol Project Recap,266,546,4533,32.76,67.24
Love Live! Sunshine!!,2124,5037,984,29.66,70.34
Love Selection The Animation,118,843,5045,12.28,87.72
Lovely x Cation The Animation,50,578,4759,7.96,92.04
Lupin III: Cagliostro no Shiro,1487,4404,1651,25.24,74.76
Lupin III: Harimao no Zaihou wo Oe!!,150,662,5451,18.47,81.53
Lupin III: Kiri no Elusive,144,550,5736,20.75,79.25
Lupin III: Otakara Henkyaku Daisakusen!!,145,593,5530,19.65,80.35
Lupin III: Part II,428,1861,3077,18.7,81.3
Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,104,384,6080,21.31,78.69
Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,171,645,5371,20.96,79.04
Lupin III: Touhou Kenbunroku - Another Page,84,327,6426,20.44,79.56
M Ogui: Last Order,53,490,5526,9.76,90.24
M3: Sono Kuroki Hagane Recap,49,147,7700,25.0,75.0
MILPOM★,42,64,9063,39.62,60.38
Maabou no Daikyousou,36,119,9170,23.23,76.77
Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,84,769,4579,9.85,90.15
Macross,1460,6888,1367,17.49,82.51
Macross 25th Anniversary: All That VF Macross Zero Version,107,454,6490,19.07,80.93
Macross 7,526,2683,2747,16.39,83.61
Macross 7 Movie: Ginga ga Ore wo Yondeiru!,164,1097,4472,13.01,86.99
Macross F Music Clip Shuu: Nyankuri,273,519,5594,34.47,65.53
Macross F: Choujikuu Gekijou,126,323,6379,28.06,71.94
Macross Fufonfia,173,476,6401,26.66,73.34
Macross Plus Movie Edition,295,1500,3673,16.43,83.57
Macross Δ,854,3588,1682,19.23,80.77
Madonna: Kanjuku Body Collection,13,329,6133,3.8,96.2
Magi: Sinbad no Bouken,2125,4463,1173,32.26,67.74
Magi: The Kingdom of Magic,6636,16834,140,28.27,71.73
Magic Kaito,1486,2412,1843,38.12,61.88
Magic Kaito 1412,1523,4065,1330,27.25,72.75
Magic Tree House,342,425,5132,44.59,55.41
Magical Nyan Nyan Taruto,406,519,5091,43.89,56.11
Magical Twilight,58,214,7868,21.32,78.68
Mahoromatic 2 End Year Special,120,896,4998,11.81,88.19
Mahou Sensei Negima! Anime Final,382,1880,3199,16.89,83.11
Mahou Sensei Negima! Mou Hitotsu no Sekai,505,2499,2901,16.81,83.19
Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,20,160,8120,11.11,88.89
Mahou Shoujo Ai,176,912,4607,16.18,83.82
Mahou Shoujo Lyrical Nanoha,3747,9078,1127,29.22,70.78
Mahou Shoujo Lyrical Nanoha ViVid,497,1858,2953,21.1,78.9
Mahou Shoujo Lyrical Nanoha: The Movie 1st,1067,3588,2447,22.92,77.08
Mahou Shoujo Madoka★Magica,14667,33485,50,30.46,69.54
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,352,838,3792,29.58,70.42
Mahou Shoujo Nante Mou Ii Desukara.,506,1822,2834,21.74,78.26
Mahou Shoujo Pretty Sammy,294,762,4869,27.84,72.16
Mahou Shoujo Taisen,810,1747,3188,31.68,68.32
Mahou Shoujo-tai Arusu,1278,2334,2665,35.38,64.62
Mahou Shoujo? Naria☆Girls,215,499,5050,30.11,69.89
Mahou no Idol Pastel Yumi,120,119,7703,50.21,49.79
Mahou no Mako-chan,103,112,8469,47.91,52.09
Mahou no Princess Minky Momo,298,290,5839,50.68,49.32
Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,63,86,8782,42.28,57.72
Mahoujin Guruguru,297,678,4353,30.46,69.54
Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!,488,1862,2876,20.77,79.23
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,1243,2615,2823,32.22,67.78
Mai-Otome Zwei Special,182,438,6172,29.35,70.65
Maid Ane,27,320,6850,7.78,92.22
Maid in Heaven SuperS,142,778,4882,15.43,84.57
Maid no Yakata: Zetsubou-hen,34,260,7352,11.56,88.44
Maji de Watashi ni Koi Shinasai!,1912,14930,496,11.35,88.65
Majin Bone,244,926,4110,20.85,79.15
Major: World Series,411,2035,2742,16.8,83.2
Majutsushi Orphen: Revenge,644,1326,3585,32.69,67.31
Majuu Jouka Shoujo Utea,38,357,5664,9.62,90.38
Majuu Sensen: The Apocalypse,26,154,8122,14.44,85.56
Makai Senki Disgaea,1688,4732,1968,26.29,73.71
Makai Senki Disgaea: Welcome to Netherworld,247,633,5395,28.07,71.93
Makai Tenshou,173,868,4989,16.62,83.38
Makiba no Shoujo Katri,155,168,7440,47.99,52.01
Makura no Danshi: Sono Ato no Makura no Danshi,188,76,7022,71.21,28.79
Malice@Doll,138,341,6751,28.81,71.19
Mamotte! Lollipop,1427,566,3137,71.6,28.4
Manga,40,128,9213,23.81,76.19
Manga Sarutobi Sasuke,37,78,8837,32.17,67.83
Manga Sekai Mukashibanashi,46,68,8731,40.35,59.65
Mankitsu Happening,157,1490,2837,9.53,90.47
Manyuu Hikenchou Specials,123,1235,4030,9.06,90.94
Maple Colors,131,752,5433,14.84,85.16
Maps,48,220,7876,17.91,82.09
Mardock Scramble: The First Compression,1805,6179,1505,22.61,77.39
Maria-sama ga Miteru,3357,4321,1759,43.72,56.28
Maria-sama ga Miteru 3rd Specials,478,821,4682,36.8,63.2
Maria-sama ga Miteru 4th Specials,319,566,5260,36.05,63.95
Maria†Holic,7082,13240,713,34.85,65.15
Maria†Holic Alive,2271,5279,1603,30.08,69.92
Marshmallow★Imouto★Succubus★,31,421,5216,6.86,93.14
Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?,138,1060,4128,11.52,88.48
Masou Gakuen HxH Specials,78,947,3424,7.61,92.39
Massugu ni Ikou. 2nd Season,113,101,7893,52.8,47.2
Master Mosquiton,276,507,5554,35.25,64.75
Masuda Kousuke Gekijou Gag Manga Biyori,437,839,4372,34.25,65.75
Masuda Kousuke Gekijou Gag Manga Biyori +,81,170,7501,32.27,67.73
Mayoiga no Oneesan The Animation,26,342,5746,7.07,92.93
Maze☆Bakunetsu Jikuu (TV),256,617,5169,29.32,70.68
Me gumi no Daigo: Kajiba no Baka Yarou,30,131,9122,18.63,81.37
Medaka Box Abnormal,1160,8261,965,12.31,87.69
Mei King,44,250,7632,14.97,85.03
Mei to Koneko Bus,824,990,3481,45.42,54.58
Meisou! Underworld,105,257,7155,29.01,70.99
Mejoku,92,572,5518,13.86,86.14
Memories Off 2nd,244,597,5932,29.01,70.99
Mermaid Melody Pichi Pichi Pitch,4163,996,1754,80.69,19.31
Metal Fight Beyblade 4D,208,661,3603,23.94,76.06
Metal Skin Panic MADOX-01,56,456,6104,10.94,89.06
Metropolis,2692,5782,1417,31.77,68.23
Mezzo Forte,565,2789,2820,16.85,83.15
Mi-da-ra,27,175,8029,13.37,86.63
Miami Guns,104,655,5601,13.7,86.3
Mianhada Saranghanda,165,101,7894,62.03,37.97
Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo,33,309,7212,9.65,90.35
Midori no Hibi,4788,12561,801,27.6,72.4
Miira no Kaikata,1097,1983,1790,35.62,64.38
Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,583,3002,2319,16.26,83.74
Million Doll,526,1064,3800,33.08,66.92
Minami Kamakura Koukou Joshi Jitenshabu,399,1403,3281,22.14,77.86
Minami no Niji no Lucy,108,118,8179,47.79,52.21
Mind Game,1629,4736,1718,25.59,74.41
Mini Hama: Minimum Hamatora,165,202,6132,44.96,55.04
Mini Van,74,116,8047,38.95,61.05
Minori Scramble!,160,528,6456,23.26,76.74
Mirai Robo Daltanias,18,110,8887,14.06,85.94
Miss Monochrome: Music Clips,58,121,8523,32.4,67.6
Miss Monochrome: The Animation - Soccer-hen,328,904,4461,26.62,73.38
Misute♡naide Daisy,64,118,8469,35.16,64.84
Mitsuboshi Colors,536,2903,1831,15.59,84.41
Miyakawa-ke no Kuufuku,691,2093,2969,24.82,75.18
Mnemosyne: Mnemosyne no Musume-tachi,4516,13252,709,25.42,74.58
Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,477,1659,2350,22.33,77.67
Mobile Fighter G Gundam,841,4917,1695,14.61,85.39
Mobile Suit Gundam,1497,7217,1215,17.18,82.82
Mobile Suit Gundam 00,4106,14553,576,22.01,77.99
Mobile Suit Gundam 00 Second Season,2465,10950,851,18.37,81.63
Mobile Suit Gundam Battlefield Record: Avant-Title,53,252,7322,17.38,82.62
Mobile Suit Gundam F91,292,2453,2924,10.64,89.36
Mobile Suit Gundam SEED: After-Phase Between the Stars,504,1936,3552,20.66,79.34
Mobile Suit Gundam Thunderbolt: Bandit Flower,52,346,5841,13.07,86.93
Mobile Suit Gundam Unicorn: One of Seventy Two,29,147,7698,16.48,83.52
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,553,3942,1438,12.3,87.7
Mobile Suit Gundam: Twilight Axis,88,699,4571,11.18,88.82
Mobile Suit SD Gundam Mk II,107,443,6389,19.45,80.55
Mobile Suit Zeta Gundam,687,4658,1851,12.85,87.15
Moero! Top Striker,150,296,6295,33.63,66.37
Mokei Senshi Gunpla Builders Beginning G,100,651,5524,13.32,86.68
Momiji,72,333,7035,17.78,82.22
Momo Kyun Sword,425,2781,2460,13.26,86.74
Momoiro Bouenkyou Anime Edition,19,156,7473,10.86,89.14
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,4757,20322,199,18.97,81.03
Monster,8397,23653,152,26.2,73.8
Monster Hunter Stories: Ride On,202,868,3580,18.88,81.12
Monster Musume no Iru Nichijou,2276,16588,215,12.07,87.93
Monster Strike: Mermaid Rhapsody,65,162,7151,28.63,71.37
Moonrakers,74,198,7895,27.21,72.79
Mori no Densetsu,107,209,7844,33.86,66.14
Moshidora,1141,2811,2844,28.87,71.13
Mother: Saigo no Shoujo Eve,38,134,8597,22.09,77.91
Mottainai,181,345,5941,34.41,65.59
Mouretsu Pirates: Abyss of Hyperspace,286,1247,3758,18.66,81.34
Mouryou Senki Madara,53,214,8129,19.85,80.15
Mouryou no Hako,3722,4770,1705,43.83,56.17
Mouse,382,2145,3277,15.12,84.88
Mousou Kagaku Series: Wandaba Style,156,416,6498,27.27,72.73
Mujin Wakusei Survive,830,1763,2999,32.01,67.99
Murder,124,208,7956,37.35,62.65
Musekinin Kanchou Tylor,725,3515,2295,17.1,82.9
Mushishi Special: Hihamukage,2110,5872,1201,26.43,73.57
Mushishi Zoku Shou,3576,9773,569,26.79,73.21
Mushishi Zoku Shou 2nd Season,2592,7263,727,26.3,73.7
Muumin,211,217,6114,49.3,50.7
Muumindani no Suisei,576,556,4756,50.88,49.12
Muv-Luv Alternative: Total Eclipse,1030,7906,1236,11.53,88.47
MÄR,1453,3851,1942,27.39,72.61
NHK ni Youkoso!,10398,31588,132,24.77,75.23
Nabari no Ou,9081,10537,681,46.29,53.71
Nagagutsu wo Haita Neko,164,304,6621,35.04,64.96
Najica Dengeki Sakusen,532,1844,3556,22.39,77.61
Nakedyouth,895,371,4871,70.7,29.3
Nami,163,661,5373,19.78,80.22
