title,female_count,male_count,popularity,female_percentage,male_percentage
Doraemon Movie 33: Nobita no Himitsu Dougu Museum,47,158,7740,22.93,77.07
Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,42,149,7806,21.99,78.01
Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,23,63,8673,26.74,73.26
"Doraemon Movie: Boku, Momotarou no Nanna no Sa",42,120,8617,25.93,74.07
Doraemon and Itchy the Stray,46,105,8855,30.46,69.54
Doraemon: It&#039;s Spring!,43,85,9027,33.59,66.41
Double-J,533,1635,3793,24.58,75.42
Doubutsu Mura no Sports Day,35,123,9189,22.15,77.85
Doubutsu Takarajima,56,171,8057,24.67,75.33
Doukyuusei (Movie),3715,1585,1242,70.09,29.91
Doutei Kawaiya,116,137,8445,45.85,54.15
Dr.,258,294,7007,46.74,53.26
Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,46,216,7911,17.56,82.44
Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,28,124,8875,18.42,81.58
Dragon Ball Kai (2014),665,4632,1164,12.55,87.45
Dragon Ball Movie 2: Majinjou no Nemuri Hime,807,4263,1961,15.92,84.08
Dragon Ball Movie 4: Saikyou e no Michi,735,4059,1994,15.33,84.67
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,1162,8216,1223,12.39,87.61
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,1052,7898,1255,11.75,88.25
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,1192,8616,1115,12.15,87.85
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,1245,7603,1372,14.07,85.93
Dragon Ball Z: Atsumare! Gokuu World,310,1572,3326,16.47,83.53
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,575,3709,2254,13.42,86.58
Dragon Ball Z: The Real 4-D,39,272,6240,12.54,87.46
Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,90,533,4263,14.45,85.55
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,878,4588,2068,16.06,83.94
Dragon Fist,29,75,9142,27.88,72.12
Dragon Knight 4,75,348,6838,17.73,82.27
Dragon League,28,119,8688,19.05,80.95
Dragon Nest: Throne of Elves,90,200,6374,31.03,68.97
Dragon Nest: Warriors&#039; Dawn,92,295,5912,23.77,76.23
Dragon Quest: Dai no Daibouken (1991),29,132,8170,18.01,81.99
Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,25,132,8358,15.92,84.08
Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,37,142,8457,20.67,79.33
Dragoon,67,197,8104,25.38,74.62
Drifters: Special Edition,358,1718,2754,17.24,82.76
Duan Nao,144,239,5513,37.6,62.4
Duel Masters,840,2102,3003,28.55,71.45
Duel Masters Cross,37,162,7589,18.59,81.41
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,1202,8945,524,11.85,88.15
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,1266,2357,1940,34.94,65.06
EDEN,130,277,7476,31.94,68.06
Eat-Man,210,732,4840,22.29,77.71
Ecchies,9,97,8994,8.49,91.51
Eden&#039;s Bowy,254,740,5028,25.55,74.45
Egao,1271,1599,3664,44.29,55.71
Egao no Hana,87,135,8802,39.19,60.81
Eievui to Colorful Friends,50,90,8779,35.71,64.29
Eikoku Koi Monogatari Emma,2831,2459,2078,53.52,46.48
Eisai Kyoiku,47,314,7081,13.02,86.98
El Cazador de la Bruja,2309,4783,1857,32.56,67.44
Elf 17,28,149,8607,15.82,84.18
Elfen Lied,20298,47423,16,29.97,70.03
Elysium,53,187,8142,22.08,77.92
Emiya-san Chi no Kyou no Gohan,420,2154,2331,16.32,83.68
Energy Kyouka!!,57,616,4438,8.47,91.53
Erementar Gerad: Aozora no Senki,51,133,8221,27.72,72.28
Ero Manga! H mo Manga mo Step-up♪,40,507,4744,7.31,92.69
Eroge! H mo Game mo Kaihatsu Zanmai,369,3163,2115,10.45,89.55
Esper Bishoujo Manami,17,131,8641,11.49,88.51
Euphoria,381,1897,2538,16.73,83.27
Eureka Seven,8350,25837,203,24.42,75.58
Eureka Seven AO,1497,6840,1219,17.96,82.04
Eureka Seven AO Final Episode: One More Time - Lord Don&#039;t Slow Me Down,86,385,5561,18.26,81.74
Extra,264,514,5978,33.93,66.07
Eyeshield 21,3209,9292,812,25.67,74.33
FLCL,10513,29877,117,26.03,73.97
Fairy Tail OVA,4061,8070,818,33.48,66.52
Fantasia,78,221,7735,26.09,73.91
Fastening Days,277,456,5258,37.79,62.21
Fate/kaleid liner Prisma☆Illya 2wei!,1100,7034,1012,13.52,86.48
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,122,668,4063,15.44,84.56
Fate/stay night,12455,36246,82,25.57,74.43
Fate/stay night: Unlimited Blade Works,4510,22130,108,16.93,83.07
Fate/stay night: Unlimited Blade Works - Prologue,2576,12915,526,16.63,83.37
Fault!! Service: Aratanaru Rival,78,825,4364,8.64,91.36
Fetikano!,24,332,6098,6.74,93.26
Fetish Doll,63,164,8203,27.75,72.25
Fighting Foodons,127,384,5843,24.85,75.15
Final Fantasy VII: Advent Children Complete,3709,9090,921,28.98,71.02
Final Fantasy: Unlimited,1568,3836,2180,29.02,70.98
First Squad: The Moment of Truth,1522,4214,2136,26.53,73.47
Flag Director&#039;s Edition: Issenman no Kufura no Kiroku,47,217,8029,17.8,82.2
"Flanders no Inu, Boku no Patrasche",68,120,8145,36.17,63.83
Flutter of Birds II: Tenshi-tachi no Tsubasa,27,166,8190,13.99,86.01
Flutter of Birds: Tori-tachi no Habataki,48,264,7539,15.38,84.62
Force Live,119,38,8470,75.8,24.2
Forsaken,71,138,8809,33.97,66.03
Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,811,3171,2587,20.37,79.63
Free!,13968,11493,151,54.86,45.14
Freezing Vibration,759,8626,836,8.09,91.91
Fresh Precure!,726,666,3883,52.16,47.84
Friends: Mononoke Shima no Naki,55,74,8897,42.64,57.36
Fruits Basket,17951,14200,222,55.83,44.17
Fujimi 2-choume Koukyougakudan,1140,137,4616,89.27,10.73
Fukumenkei Noise,2094,2518,1489,45.4,54.6
Full Moon wo Sagashite: Kawaii Kawaii Daibouken,1276,519,4102,71.09,28.91
Fullmetal Alchemist: Brotherhood,18937,47806,4,28.37,71.63
Fumikiri Jikan,358,1184,3169,23.22,76.78
Furifure 2,10,143,7892,6.54,93.46
Furudera no Obake-soudou,41,130,9040,23.98,76.02
Furueru Kuchibiru,84,671,4556,11.13,88.87
Furusato Saisei: Nippon no Mukashibanashi,689,723,3962,48.8,51.2
Fushigi no Kuni no Alice,246,194,6962,55.91,44.09
Fushigi no Umi no Nadia,1420,3725,1965,27.6,72.4
Fushigi no Umi no Nadia Specials,124,360,6405,25.62,74.38
Futa-bu!,178,1151,3397,13.39,86.61
Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,312,363,5584,46.22,53.78
Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,53,73,8333,42.06,57.94
Futon,20,74,9549,21.28,78.72
Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,144,701,4794,17.04,82.96
"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",241,1044,4120,18.75,81.25
Future Card Buddyfight,162,361,4927,30.98,69.02
Future GPX Cyber Formula 11,40,203,7629,16.46,83.54
Fuuka,1731,7984,610,17.82,82.18
Fuuma no Kojirou: Fuuma Hanran-hen,27,100,8922,21.26,78.74
Fw:Hamatora,214,357,4728,37.48,62.52
G-Taste (2010),60,308,6894,16.3,83.7
Ga no Iru Tokoro,27,86,9475,23.89,76.11
Gake no Ue no Ponyo,9120,10407,378,46.7,53.3
Gakkatsu!,422,858,4586,32.97,67.03
Gakkou no Kaidan,2871,4983,1267,36.55,63.45
Gakuen Handsome The Animation,253,132,6041,65.71,34.29
Gakuen Handsome: Legend of Sexy,69,59,9036,53.91,46.09
Gakuen Sodom,30,177,7980,14.49,85.51
Gakumon!: Ookami Shoujo wa Kujikenai,128,147,7126,46.55,53.45
Gakusen Toshi Asterisk,2361,14548,250,13.96,86.04
Galaxy Angel,1351,2690,2679,33.43,66.57
Galaxy Angel 3,356,1091,4275,24.6,75.4
Galaxy Angel Rune,232,646,5347,26.42,73.58
Galaxy Angel S,51,185,7493,21.61,78.39
Galerians: Rion,164,379,6558,30.2,69.8
Gall Force 1: Eternal Story,131,590,5521,18.17,81.83
Gall Force 2: Destruction,55,316,7150,14.82,85.18
Gall Force: New Era,39,255,7905,13.27,86.73
Gall Force: The Revolution,39,159,8489,19.7,80.3
Gambo,275,676,4725,28.92,71.08
Ganbare Goemon,39,146,8517,21.08,78.92
Ganbare! Kickers,323,693,4549,31.79,68.21
Gangsta.,5832,16146,227,26.54,73.46
Garo: Honoo no Kokuin,1843,6649,952,21.7,78.3
Gatchaman Crowds,3954,10277,631,27.78,72.22
Gear Fighter Dendoh,67,271,6935,19.82,80.18
Gekkan Shoujo Nozaki-kun,10769,20799,109,34.11,65.89
Genei wo Kakeru Taiyou: Fumikomenai Kokoro,299,736,4768,28.89,71.11
Generation of Chaos Next: Chikai no Pendant,61,154,8640,28.37,71.63
Genmukan,161,843,5086,16.04,83.96
Genocyber,477,2029,2870,19.03,80.97
Genshiken 2,2332,9510,1297,19.69,80.31
Gensou Jotan Ellcia,61,199,7796,23.46,76.54
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,38,220,8034,14.73,85.27
GetBackers,4765,8322,985,36.41,63.59
Getsumen To Heiki Mina Specials,50,166,8319,23.15,76.85
Getsuyoubi no Tawawa Specials,107,1423,3396,6.99,93.01
Getter Robo,98,533,5324,15.53,84.47
Ghiblies,364,544,5184,40.09,59.91
Ghost in the Shell,7693,23623,174,24.57,75.43
Ghost in the Shell: Arise - Another Mission,226,938,3949,19.42,80.58
Ghost in the Shell: Arise - Border:2 Ghost Whispers,578,3365,2005,14.66,85.34
Ghost in the Shell: Arise - Logicoma Specials,94,455,5222,17.12,82.88
Ghost in the Shell: Stand Alone Complex - Solid State Society,1555,7948,1187,16.36,83.64
Ghost in the Shell: Stand Alone Complex - Solid State Society - Uchikoma no Hibi,387,1592,3662,19.56,80.44
Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,580,2608,2965,18.19,81.81
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,359,2369,3026,13.16,86.84
Gibo,92,567,5695,13.96,86.04
Gift: Eternal Rainbow Special,282,1281,4517,18.04,81.96
Gin no Guardian 2nd Season,296,1415,2368,17.3,82.7
Gin no Saji,5211,12431,506,29.54,70.46
Ginga Eiyuu Densetsu Gaiden,288,1564,3454,15.55,84.45
Ginga Eiyuu Densetsu Gaiden (1999),260,1432,3620,15.37,84.63
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,732,3208,1900,18.58,81.42
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,468,2643,2661,15.04,84.96
Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,81,376,5448,17.72,82.28
Ginga Sengoku Gunyuuden Rai,284,767,4192,27.02,72.98
Ginga Tetsudou 999: Eien no Tabibito Emeraldas,53,162,8255,24.65,75.35
Ginga Tetsudou 999: Eternal Fantasy,105,347,6420,23.23,76.77
Gingitsune,2317,3843,1764,37.61,62.39
Giniro no Kami no Agito,3259,6276,1473,34.18,65.82
Gintama,13143,29203,95,31.04,68.96
Gintama.: Shirogane no Tamashii-hen,891,3020,1724,22.78,77.22
Gintama: Shiroyasha Koutan,2017,4050,1894,33.25,66.75
Ginyuu Mokushiroku Meine Liebe,1967,469,3631,80.75,19.25
Ginyuu Mokushiroku Meine Liebe Wieder,1037,261,4683,79.89,20.11
Giovanni no Shima,742,1597,3013,31.72,68.28
Girlfriend (Note),89,310,6373,22.31,77.69
Girls & Panzer Heartful Tank Disc: Fushou Akiyama Yukari no Sensha Kouza,34,209,6468,13.99,86.01
Girls & Panzer Specials,262,2533,2633,9.37,90.63
Girls Bravo: Second Season,1167,8636,1227,11.9,88.1
Gitai Saimin,27,314,6791,7.92,92.08
Glass no Kamen (2005),2037,1574,2523,56.41,43.59
Glass no Kamen: Sen no Kamen wo Motsu Shoujo,191,126,7400,60.25,39.75
Glass no Kantai: La Legende du Vent de l&#039;Univers,799,1097,3853,42.14,57.86
"Go! Go! 575: Meippai ni, Hajiketeru?",108,317,6755,25.41,74.59
Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,131,140,7223,48.34,51.66
God Eater,3750,15616,236,19.36,80.64
Godzilla: Kaijuu Wakusei,431,2350,2324,15.5,84.5
Gokujou!! Mecha Mote Iinchou,652,291,4866,69.14,30.86
Gokukoku no Brynhildr Special,552,2940,2241,15.81,84.19
Gokusen,2005,2853,2282,41.27,58.73
Golgo 13,178,1359,3935,11.58,88.42
Good Morning,129,328,6839,28.23,71.77
Gosenzo San&#039;e,66,262,7373,20.12,79.88
Goshuushou-sama Ninomiya-kun,1741,10559,1122,14.15,85.85
Gosick,9810,23021,201,29.88,70.12
Goulart Knights: Evoked the Beginning Black,1466,753,3865,66.07,33.93
Goulart Knights: Evoked the Beginning White,272,124,6717,68.69,31.31
Granblue Fantasy The Animation: Kabocha no Lantern,140,654,4188,17.63,82.37
Grandeek,84,166,8117,33.6,66.4
Grappler Baki: Saidai Tournament-hen,219,2253,2836,8.86,91.14
Great Mazinger tai Getter Robo,27,215,7825,11.16,88.84
Green Green,3120,12204,935,20.36,79.64
Green Green Specials,229,1528,3940,13.03,86.97
Gregory Horror Show,124,183,6887,40.39,59.61
Grenadier: Hohoemi no Senshi,1184,6545,1719,15.32,84.68
Grimm Masterpiece Theater II,137,135,7473,50.37,49.63
Grisaia no Rakuen,1333,11424,434,10.45,89.55
Gudetama,263,164,4874,61.59,38.41
Gugure! Kokkuri-san Specials,375,480,3931,43.86,56.14
Gulliver no Uchuu Ryokou,34,114,8891,22.97,77.03
Gun Frontier,215,915,4522,19.03,80.97
Gun x Sword,1628,6683,1465,19.59,80.41
Gundam Build Divers,104,822,3924,11.23,88.77
Gundam Build Divers Prologue,53,418,6002,11.25,88.75
Gundam Build Fighters Try,289,2258,2400,11.35,88.65
Gundam: Mission to the Rise,124,630,5759,16.45,83.55
Gunnm,1195,3960,2150,23.18,76.82
Gunparade March: Arata Naru Kougunka,369,1876,3471,16.44,83.56
Gunparade Orchestra,115,579,5767,16.57,83.43
Guomin Laogong Dai Huijia,440,306,3915,58.98,41.02
Gurazeni,135,647,4587,17.26,82.74
Guskou Budori no Denki (2012),312,403,5536,43.64,56.36
Gyakuten Majo Saiban: Chijo na Majo ni Sabakarechau The Animation,33,509,4956,6.09,93.91
H2O: Footprints in the Sand,3473,9438,1119,26.9,73.1
Hachimitsu to Clover,9645,14460,500,40.01,59.99
Hachimitsu to Clover II,4730,7473,1148,38.76,61.24
Hadashi no Gen,1043,2748,2479,27.51,72.49
Hai to Gensou no Grimgar Special,463,2565,2146,15.29,84.71
Haikyuu!! Movie 2: Shousha to Haisha,727,779,2715,48.27,51.73
Haikyuu!!: Lev Genzan!,2239,2218,1652,50.24,49.76
Haitokuzuma,62,424,5904,12.76,87.24
Haiyore! Nyaruko-san,3377,17452,363,16.21,83.79
Haiyore! Nyaruko-san F,299,2601,2100,10.31,89.69
Haiyoru! Nyaruani,841,3181,2550,20.91,79.09
Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special,335,1465,3704,18.61,81.39
Hajime no Ippo,2772,17249,313,13.85,86.15
Hajime no Ippo: Champion Road,698,7567,1262,8.45,91.55
Hakaima Sadamitsu,219,662,5314,24.86,75.14
Hakuouki OVA,1069,354,3754,75.12,24.88
Hakushaku to Yousei,8420,3246,1070,72.18,27.82
Hakyuu Houshin Engi,375,1095,3314,25.51,74.49
Halo Legends,567,4096,2317,12.16,87.84
Hamelin no Violin Hiki,426,480,5173,47.02,52.98
Hana no Ko Lunlun,355,219,6248,61.85,38.15
Hana wa Saku: Touhoku ni Saku,40,119,8893,25.16,74.84
Hanabeam,18,66,10062,21.43,78.57
Hanada Shounen-shi,342,1075,4009,24.14,75.86
Hanamaru Youchien,2340,5745,1546,28.94,71.06
Hanare Toride no Yonna,217,291,6843,42.72,57.28
Hanasaku Iroha: Home Sweet Home,1806,4634,1557,28.04,71.96
Hanaukyou Maid-tai: La Verite,351,2915,2939,10.75,89.25
Hanayamata,2152,6312,1150,25.43,74.57
Hand Shakers: Go ago Go,86,322,5653,21.08,78.92
Handa-kun,2965,6887,736,30.1,69.9
Happiness!,1395,3862,2217,26.54,73.46
Happy ComeCome,62,157,8376,28.31,71.69
Happy☆Lesson: Advance,320,2034,3509,13.59,86.41
Haramasete Seiryuu-kun!,40,518,5421,7.17,92.83
Harmonie,1984,3803,1865,34.28,65.72
Haru no Uta,56,159,8654,26.05,73.95
Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,388,136,6478,74.05,25.95
Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,178,85,8063,67.68,32.32
Harukanaru Toki no Naka de: Ajisai Yumegatari,438,163,6280,72.88,27.12
Harukanaru Toki no Naka de: Hachiyou Shou,2503,805,2884,75.67,24.33
Harukanaru Toki no Naka de: Hachiyou Shou Specials,357,124,6806,74.22,25.78
Harukanaru Toki no Naka de: Maihitoyo,769,309,5087,71.34,28.66
Hashiri Hajimeta bakari no Kimi ni,36,141,8325,20.34,79.66
Hatsukoi,71,321,6979,18.11,81.89
Hatsukoi Monster,2564,2342,1398,52.26,47.74
Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,57,164,7792,25.79,74.21
Hayate no Gotoku! Can&#039;t Take My Eyes Off You,681,4819,1860,12.38,87.62
Heartwork: Symphony of Destruction,57,476,6142,10.69,89.31
Hello!! Kiniro Mosaic,788,3996,1618,16.47,83.53
Hells,691,1464,3357,32.06,67.94
Hellsing: Psalm of Darkness,891,1917,2737,31.73,68.27
Henshin Gattai! 5 tsu no Atsuki Tamashii,25,69,10136,26.6,73.4
Heroman,985,4193,2234,19.02,80.98
Hetalia Axis Powers,12353,9333,464,56.96,43.04
Hetalia World Series Specials,1682,767,2873,68.68,31.32
Heya,90,196,8229,31.47,68.53
Hi no Tori: Houou-hen,81,287,7188,22.01,77.99
Hi.Me.Go.To,86,446,5886,16.17,83.83
Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso,439,1156,3349,27.52,72.48
Hidamari Sketch Specials,515,2456,3071,17.33,82.67
Hidamari Sketch: Chou Hidamatsuri Special,72,262,6866,21.56,78.44
Hidan no Aria,4103,18381,324,18.25,81.75
Higashi no Eden: Falling Down,1342,1940,3489,40.89,59.11
High School DxD Hero: Taiikukan-ura no Holy,136,2292,2441,5.6,94.4
High School DxD New,2086,21975,122,8.67,91.33
"High School DxD New: Oppai, Tsutsumimasu!",402,5524,1196,6.78,93.22
High School DxD OVA,1041,11414,641,8.36,91.64
High Score,533,838,4688,38.88,61.12
Highlander: The Search for Vengeance,402,2074,3442,16.24,83.76
Highschool of the Dead,13060,42410,32,23.54,76.46
Highway Jenny,42,133,8699,24.0,76.0
Higurashi no Naku Koro ni Kira,2324,5825,1431,28.52,71.48
Hiiro no Kakera,5315,2929,1175,64.47,35.53
Hijikata Toshizou: Shiro no Kiseki,221,353,6612,38.5,61.5
Hikari no Densetsu,313,229,6247,57.75,42.25
Hikaru no Go: New Year Special,554,1131,4019,32.88,67.12
Hime Chen! Otogi Chikku Idol Lilpri (2011),37,27,8664,57.81,42.19
Himekishi Olivia,50,421,5582,10.62,89.38
Himouto! Umaru-chan OVA,894,2986,1818,23.04,76.96
Himouto! Umaru-chan R,1447,5469,937,20.92,79.08
Hinamatsuri,1247,5508,1083,18.46,81.54
Hinata no Aoshigure,643,954,3498,40.26,59.74
Hinomaru Tarou: Musha Shugyou no Maki,29,98,9481,22.83,77.17
Hipira-kun,241,292,6642,45.22,54.78
Hisone to Maso-tan,377,1591,2603,19.16,80.84
Hitohira,1270,2364,2990,34.95,65.05
Hitorigurashi no Shougakusei,104,202,6607,33.99,66.01
Hitorijime My Hero,2647,775,1738,77.35,22.65
Hitozuma♪Kasumi-san,103,782,4944,11.64,88.36
Hokuto no Ken: Raoh Gaiden Gekitou-hen,110,967,4540,10.21,89.79
Holy Knight,951,3270,2264,22.53,77.47
Honoo no Haramase Tenkousei,122,950,4434,11.38,88.62
Honoo no Labyrinth,232,1407,4271,14.15,85.85
Honoo no Mirage: Minagiwa no Hangyakusha,1128,244,4229,82.22,17.78
Hoozuki no Reitetsu 2nd Season,1045,1292,2620,44.72,55.28
Hoozuki no Reitetsu OVA,643,656,3683,49.5,50.5
Hori-san to Miyamura-kun,2093,2640,1794,44.22,55.78
Hoshi no Kirby,561,1450,3153,27.9,72.1
Hoshi no Kirby: Pilot,44,173,7943,20.28,79.72
Hoshi no Koe,5551,12617,828,30.55,69.45
Hoshi no Oujisama Petit Prince,97,120,8347,44.7,55.3
Hoshi wo Katta Hi,320,312,5302,50.63,49.37
Hoshizora e Kakaru Hashi,1655,11096,783,12.98,87.02
Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,349,2989,2578,10.46,89.54
Hot Minute: Gudetama,38,35,9654,52.05,47.95
Hotori: Tada Saiwai wo Koinegau,382,641,5177,37.34,62.66
Hottarake no Shima: Haruka to Mahou no Kagami,578,1069,4187,35.09,64.91
Houkago 2: Saiyuri,49,397,6168,10.99,89.01
Houkago Initiation,27,288,6123,8.57,91.43
Houkago Mania Club: Koi no Hoshii no,66,340,6645,16.26,83.74
Houma Hunter Lime,74,213,7976,25.78,74.22
Hourou Musuko Specials,374,626,4512,37.4,62.6
Houseki no Kuni (TV),2324,6929,651,25.12,74.88
Howl no Ugoku Shiro,18960,25507,89,42.64,57.36
Huckleberry Finn Monogatari,66,103,8597,39.05,60.95
Human Crossing,134,315,6704,29.84,70.16
Hump Bang,26,338,6451,7.14,92.86
Hungry Heart: Wild Striker,686,2099,2967,24.63,75.37
Hunter x Hunter,5921,13869,310,29.92,70.08
Hunter x Hunter: Greed Island Final,2128,6522,1145,24.6,75.4
Hurricane Live! 2033,47,200,7924,19.03,80.97
Hyakka Ryouran: Samurai After,134,1428,3341,8.58,91.42
Hyouka,12614,29566,73,29.91,70.09
Hyper Police,249,882,4478,22.02,77.98
Hyper-Psychic Geo Garaga,27,151,8571,15.17,84.83
I&#039;&#039;s Pure,947,3630,2699,20.69,79.31
I&#039;&#039;s Pure Bonus,232,1187,4828,16.35,83.65
I&#039;ll/CKBC,560,363,5375,60.67,39.33
ID-0,183,951,3451,16.14,83.86
IDOLiSH7,892,294,3338,75.21,24.79
IGPX: Immortal Grand Prix (2005),396,1619,3250,19.65,80.35
IGPX: Immortal Grand Prix (2005) 2nd Season,188,994,4053,15.91,84.09
IS: Infinite Stratos 2 - Infinite Wedding,83,1106,3341,6.98,93.02
IS: Infinite Stratos 2 - World Purge-hen,261,3802,1762,6.42,93.58
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,812,8668,1151,8.57,91.43
Ibara-Hime matawa Nemuri-Hime,76,104,8888,42.22,57.78
Ichiban Ushiro no Daimaou Specials,591,4308,2042,12.06,87.94
Ichigo 100% OVA,624,4144,2574,13.09,86.91
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,493,3252,3099,13.16,86.84
Ichigo Mashimaro,2915,6740,1435,30.19,69.81
Ichigo Mashimaro Encore,714,2211,3140,24.41,75.59
Iczer-Girl Iczelion,63,254,7382,19.87,80.13
Idol Densetsu Eriko,265,177,6444,59.95,40.05
Idol Fight Suchie-Pai 2,38,149,8842,20.32,79.68
Idol Jihen,357,900,3732,28.4,71.6
Idol Kouhosei,32,297,6963,9.73,90.27
Idol Memories,301,517,4378,36.8,63.2
Ihatov Gensou: Kenji no Haru,325,624,5027,34.25,65.75
Iizuka-senpai x Blazer: Ane Kyun! yori The Animation,29,301,6245,8.79,91.21
Ijoku,31,234,7523,11.7,88.3
Ikenai Koto The Animation,29,305,6372,8.68,91.32
Ikenie,22,155,8338,12.43,87.57
Ikkitousen: Dragon Destiny,1240,8000,1450,13.42,86.58
Ikkitousen: Great Guardians Specials,358,2518,3266,12.45,87.55
Ikkitousen: Xtreme Xecutor Specials,215,1566,3713,12.07,87.93
Ikkyuu Nyuukon,15,233,6477,6.05,93.95
Ikusa Otome Suvia,76,515,5489,12.86,87.14
Ikusa Otome Suvia Special,27,223,7290,10.8,89.2
Ikusa Otome Valkyrie 2,60,495,5632,10.81,89.19
"Ima, Soko ni Iru Boku",2407,8563,1099,21.94,78.06
Imakara Atashi......,23,245,6630,8.58,91.42
Imawa no Kuni no Alice (OVA),1058,1978,2478,34.85,65.15
Immoral,37,377,6136,8.94,91.06
Imouto Bitch ni Shiboraretai,40,513,4848,7.23,92.77
Imouto sae Ireba Ii. (ONA) Specials,31,301,5157,9.34,90.66
Inaka Isha,860,1611,3350,34.8,65.2
Inazuma Eleven Go,501,1605,2157,23.79,76.21
Inazuma Eleven Go: Galaxy,219,785,2988,21.81,78.19
Inazuma Eleven Go: Tokubetsu-hen,77,199,6369,27.9,72.1
Initial D Extra Stage,329,2814,2567,10.47,89.53
Initial D Fifth Stage,378,3843,1614,8.96,91.04
Initial D First Stage,1586,10209,745,13.45,86.55
Initial D Fourth Stage,755,6235,1261,10.8,89.2
Initial D: Project D to the Next Stage - Project D e Mukete,67,495,5005,11.92,88.08
Injuu Gakuen La Blue Girl,246,1014,4599,19.52,80.48
Injuu Nerawareta Hanayome,40,174,8061,18.69,81.31
Injuu Nerawareta Idol,22,155,8599,12.43,87.57
Injuu Seisen: Twin Angels,50,253,7474,16.5,83.5
Inmu 2,30,156,8397,16.13,83.87
Inmu: Ikenie no Utage,40,201,7850,16.6,83.4
Innocent Venus,1590,2966,2558,34.9,65.1
Innocent: Shoujo Memoria,30,304,6905,8.98,91.02
Interlude,591,1377,3809,30.03,69.97
InuYasha: Kagami no Naka no Mugenjo,4984,4794,1278,50.97,49.03
InuYasha: Kuroi Tessaiga,1213,1362,2586,47.11,52.89
Inugami-san to Nekoyama-san,1682,4288,1584,28.17,71.83
Inukami!,2157,8215,1455,20.8,79.2
Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,44,82,9029,34.92,65.08
Inyouchuu Shoku: Ryoushokutou Taimaroku,95,606,5335,13.55,86.45
Inyouchuu Shoku: Ryoushokutou Taimaroku - Kanzenhan,34,300,6592,10.18,89.82
Irregular Hunter X: The Day of Sigma,196,1162,4133,14.43,85.57
Issho ni Ecchi,30,372,6382,7.46,92.54
Issho ni H Shiyo,105,1007,4444,9.44,90.56
Isshuukan Friends.: Tomodachi to no Omoide,121,336,5152,26.48,73.52
Issunboushi no Shusse,64,177,8563,26.56,73.44
Isu,16,67,9943,19.28,80.72
Itadaki! Seieki♥,140,1362,3150,9.32,90.68
Itazura Majo to Nemuranai Machi,46,207,6807,18.18,81.82
Itazura na Kiss,10719,11304,473,48.67,51.33
Itsuka Tenma no Kuro Usagi Special,124,521,5222,19.22,80.78
Izakaya no Ichiya,25,90,9405,21.74,78.26
JK to Ero Konbini Tenchou,43,475,4810,8.3,91.7
JRA Hokan Keikaku,86,234,7407,26.88,73.13
Jack to Mame no Ki,72,135,8447,34.78,65.22
Jam,29,90,9689,24.37,75.63
Jewelpet Happiness,130,125,7146,50.98,49.02
