title,female_count,male_count,popularity,female_percentage,male_percentage
Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,80,443,6454,15.3,84.7
Jigoku Shoujo,12568,17393,334,41.95,58.05
Jikan no Shihaisha,1044,2552,1636,29.03,70.97
Jin Sheng Yuan,50,90,9527,35.71,64.29
Jin-Rou,1874,8933,994,17.34,82.66
Jinki:Extend,398,1437,3946,21.69,78.31
Jinkou Shoujo: Henshin Sex Android,94,663,5241,12.42,87.58
Jinsei,736,5309,1550,12.18,87.82
Jinzou Ningen Kikaider The Animation,389,900,4311,30.18,69.82
Jishu Seisaku Movie Binchou-tan,208,347,6916,37.48,62.52
JoJo no Kimyou na Bouken (TV),4558,17965,166,20.24,79.76
JoJo no Kimyou na Bouken: Stardust Crusaders,2474,12218,321,16.84,83.16
Jokei Kazoku: Inbou,67,569,5718,10.53,89.47
Jubilee,44,117,9173,27.33,72.67
Junai Maniac,17,308,6315,5.23,94.77
Jungle Taitei: Susume Leo!,111,143,7712,43.7,56.3
Junjou Romantica,13310,2483,568,84.28,15.72
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,415,1084,4131,27.69,72.31
Juubee-chan: Lovely Gantai no Himitsu,854,1780,3304,32.42,67.58
Juujika You and I,22,64,10241,25.58,74.42
Juuni Senshi Bakuretsu Eto Ranger,71,168,7994,29.71,70.29
Juuninin no Onna Kyoushi,22,224,7567,8.94,91.06
Juusenshi Gulkeeva,54,165,8105,24.66,75.34
Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,367,122,6064,75.05,24.95
Juvenile Pornography The Animation,11,184,7015,5.64,94.36
Jyu Oh Sei,3316,5338,1491,38.32,61.68
K: Return of Kings,3758,8410,477,30.88,69.12
Kachou Ouji,989,2977,2695,24.94,75.06
Kachou no Koi,1476,194,3886,88.38,11.62
Kaette Kita Court no Naka no Tenshi-tachi,32,254,7371,11.19,88.81
Kaette Kita Top wo Nerae! Kagaku Kouza,31,175,7888,15.05,84.95
Kagami no Genon,255,312,6834,44.97,55.03
Kagerou Daze: In a Day&#039;s,450,641,3700,41.25,58.75
Kagewani,1027,2156,2468,32.27,67.73
Kagewani: Shou,630,1183,3252,34.75,65.25
Kaiba,2469,7196,1072,25.55,74.45
Kaibutsu Oujo (OVA) Specials,34,103,7689,24.82,75.18
Kaibutsu Oujo: Konsui Oujo,413,1499,3950,21.6,78.4
Kaichuu!,701,1183,4091,37.21,62.79
Kaitou Joker,286,734,4018,28.04,71.96
Kaitou Joker 4th Season,67,170,6792,28.27,71.73
Kakegurui,4111,13400,253,23.48,76.52
Kakugo no Susume,150,947,4734,13.67,86.33
Kakumeiki Valvrave,2973,10733,741,21.69,78.31
Kakurenbo,2352,3027,2261,43.73,56.27
Kakutou Bijin Wulong,136,684,5364,16.59,83.41
Kakyuusei (TV),103,369,6371,21.82,78.18
Kakyuusei 2: Anthology,34,278,7122,10.9,89.1
Kami nomi zo Shiru Sekai,8274,28470,143,22.52,77.48
Kami nomi zo Shiru Sekai II,4452,20705,288,17.7,82.3
Kami nomi zo Shiru Sekai: Flag 0,1387,5574,1708,19.93,80.07
Kami nomi zo Shiru Sekai: Megami-hen,2567,14804,399,14.78,85.22
Kami nomi zo Shiru Sekai: Tenri-hen,1515,9339,983,13.96,86.04
Kamigami no Asobi,5220,2309,1023,69.33,30.67
Kamisama Dolls Specials,314,979,4687,24.28,75.72
Kamisama Hajimemashita: Kako-hen,2831,1520,1305,65.07,34.93
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",1172,585,2697,66.7,33.3
Kamisama Hajimemashita◎,5938,4202,588,58.56,41.44
Kamui no Ken,139,569,5541,19.63,80.37
Kanashimi no Belladonna,673,1122,3504,37.49,62.51
Kannagi,4370,15019,791,22.54,77.46
Kannagi: Moshimo Kannagi ga Attara...,989,4781,2373,17.14,82.86
Kanojo ga Flag wo Oraretara,1280,8993,848,12.46,87.54
Kanojo ga Nekomimi ni Kigaetara,31,317,6175,8.91,91.09
Kanojo no Dokushinshatachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu,39,98,9510,28.47,71.53
Kanojo wa Dare to demo Sex Suru.,53,482,4895,9.91,90.09
Kanojo wa Zombie,28,108,8900,20.59,79.41
Kanokon Specials,384,3850,2501,9.07,90.93
Kanokon: Manatsu no Dai Shanikusai Specials,182,1860,3339,8.91,91.09
Kansen 5: The Daybreak,37,515,5217,6.7,93.3
Kantoku Fuyuki Todoki,302,663,4900,31.3,68.7
Kara no Kyoukai 1: Fukan Fuukei,7739,22900,309,25.26,74.74
Kara no Kyoukai 3: Tsuukaku Zanryuu,4263,15560,620,21.51,78.49
Kara no Kyoukai 4: Garan no Dou,3904,14895,657,20.77,79.23
Kara no Kyoukai: Mirai Fukuin,1367,5744,1408,19.22,80.78
Karakurizoushi Ayatsuri Sakon,706,795,4157,47.04,52.96
Karasu Tengu Kabuto,56,215,7552,20.66,79.34
Kashimashi: Girl Meets Girl OVA,772,2057,3406,27.29,72.71
Kashou no Tsuki: Aki Kyougen,805,124,5286,86.65,13.35
Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,77,905,4416,7.84,92.16
Katekyo Hitman Reborn!,11580,20448,173,36.16,63.84
Katsugeki Shoujo Tanteidan,48,143,8743,25.13,74.87
Katte ni Kaizou,1253,3260,2474,27.76,72.24
Kaze no Matasaburou,36,93,9229,27.91,72.09
Kaze no Matasaburou (Movie),163,167,6951,49.39,50.61
Kaze no Naka no Shoujo: Kinpatsu no Jeanie,186,182,7000,50.54,49.46
Kaze no Stigma,7185,20150,254,26.28,73.72
Kaze no Tairiku,217,502,5863,30.18,69.82
Kazoku no Hanashi,31,103,9272,23.13,76.87
Kekkai Sensen & Beyond,2096,7515,546,21.81,78.19
Kemono Friends: Bus-teki,53,285,6039,15.68,84.32
Kemono no Souja Erin,2086,5061,1544,29.19,70.81
Kemonozume,1720,5020,1681,25.52,74.48
Kenkou Zenrakei Suieibu Umishou,781,5397,2143,12.64,87.36
Kenpuu Denki Berserk,5382,22058,210,19.61,80.39
Kenzen Robo Daimidaler Specials,62,695,4860,8.19,91.81
Keppeki Danshi! Aoyama-kun,1405,3206,1389,30.47,69.53
Keraku-No-OH King of Pleasure,12,190,8070,5.94,94.06
Kerokko Demetan,45,78,9033,36.59,63.41
Keroro Gunsou,1743,3114,1756,35.89,64.11
Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,209,402,5598,34.21,65.79
"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!",97,185,6860,34.4,65.6
Ketsuekigata-kun! 4,108,137,7144,44.08,55.92
Key the Metal Idol,543,1406,3568,27.86,72.14
Kidou Keisatsu Patlabor,246,1764,3236,12.24,87.76
Kidou Keisatsu Patlabor 2 the Movie,285,2106,2998,11.92,88.08
Kidou Keisatsu Patlabor: Reboot,61,492,5688,11.03,88.97
Kidou Senkan Nadesico: The Prince of Darkness,320,1803,3525,15.07,84.93
Kidou Shinsengumi Moeyo Ken,81,233,7769,25.8,74.2
Kidou Shinsengumi Moeyo Ken TV,220,617,5341,26.28,73.72
Kiitarou Shounen no Youkai Enikki,616,1542,2797,28.54,71.46
Kiitarou Shounen no Youkai Enikki: Jonan no Saijitsu,73,225,6809,24.5,75.5
Kijoku: Princess Double Kari,44,283,7232,13.46,86.54
Kikou Kantai Dairugger XV,47,227,7540,17.15,82.85
Kikou Souseiki Mospeada,131,972,4748,11.88,88.12
Kill Me Baby: Butsuzou Kegatte Nise Halloween,279,1096,3829,20.29,79.71
Kill la Kill Specials,2088,8349,774,20.01,79.99
Kime Koi!,18,253,6399,6.64,93.36
Kimi ga Nozomu Eien: Gundam Parody,236,781,4989,23.21,76.79
Kimi ni Todoke 2nd Season,10499,12703,322,45.25,54.75
Kimi no Iru Machi,2268,7922,978,22.26,77.74
Kimi no Koe wo Todoketai,508,1069,3094,32.21,67.79
Kimi no Mana wa Rina Witch,29,246,6199,10.55,89.45
Kimi to Boku.,6706,7588,798,46.91,53.09
Kimikiss Pure Rouge,3194,9094,1214,25.99,74.01
Kinbaku no Yakata: Ryakudatsu,95,269,7242,26.1,73.9
Kindaichi Shounen no Jikenbo Returns 2nd Season,184,447,4696,29.16,70.84
King of Fighters: Another Day,442,1855,3739,19.24,80.76
King of Prism by Pretty Rhythm,411,181,5120,69.43,30.57
Kingdom Hearts χ Back Cover,22,27,9144,44.9,55.1
Kininaru Kimochi,39,406,6436,8.76,91.24
Kiniro no Corda: Secondo Passo,3841,879,2259,81.38,18.62
Kinnikuman II Sei: Ultimate Muscle,54,373,5593,12.65,87.35
Kinnikuman: Kinnikusei Oui Soudatsu-hen,16,141,7976,10.19,89.81
Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,1678,4443,1922,27.41,72.59
Kirameki☆Project,59,278,7641,17.51,82.49
Kirarin☆Revolution,2232,624,2799,78.15,21.85
Kirin Hyoketsu: Atarashiku Ikou Animation Movie,25,86,9235,22.52,77.48
Kisaku,31,298,6881,9.42,90.58
Kishin Douji Zenki Gaiden: Anki Kitan,61,167,8023,26.75,73.25
Kitakubu Katsudou Kiroku,1124,4276,1922,20.81,79.19
Kitakubu Katsudou Kiroku: Miniature Theater,39,198,7468,16.46,83.54
Kiteretsu Daihyakka,81,206,7295,28.22,71.78
Kobayashi ga Kawai sugite Tsurai!!,571,381,4476,59.98,40.02
Kobe to Watashi,100,178,8292,35.97,64.03
Kobutori (1929),114,328,7141,25.79,74.21
KochinPa! Dainiki,34,85,8997,28.57,71.43
Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,99,269,6167,26.9,73.1
Koi Koi 7,286,2215,3425,11.44,88.56
Koi to Senkyo to Chocolate: Ikenai Hazuki-sensei,84,550,4872,13.25,86.75
Koihime†Musou,1468,5885,1890,19.96,80.04
Koisuru Tenshi Angelique: Kagayaki no Ashita,898,306,4251,74.58,25.42
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,1196,366,4006,76.57,23.43
Kojin Jugyou,16,158,8148,9.2,90.8
Kokkoku,1690,5451,973,23.67,76.33
Koko wa Green Wood,485,537,4833,47.46,52.54
Kokudo Oh,17,155,8277,9.88,90.12
Komori-san wa Kotowarenai!,722,3231,2035,18.26,81.74
Koneko no Rakugaki,74,155,8503,32.31,67.69
Konjiki no Gash Bell!!,1729,5471,1191,24.01,75.99
Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,494,2622,3058,15.85,84.15
"Kono Danshi, Sekika ni Nayandemasu.",1275,219,3316,85.34,14.66
Kono Minikuku mo Utsukushii Sekai,2424,6672,1601,26.65,73.35
"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",304,3725,2220,7.55,92.45
Kono Subarashii Sekai ni Shukufuku wo! 2 OVA,576,5788,981,9.05,90.95
Kono Subarashii Sekai ni Shukufuku wo! OVA,885,9074,711,8.89,91.11
Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,13,121,9250,9.7,90.3
Kotetsu no Daibouken,60,340,7151,15.0,85.0
Kotoura-san,4234,13327,458,24.11,75.89
Kotoura-san: Haruka no Heya,498,1407,3291,26.14,73.86
Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,94,162,7340,36.72,63.28
Koukaku no Pandora: Ghost Urn,93,475,4986,16.37,83.63
Koukou Tekken-den Tough,54,541,6010,9.08,90.92
Koumon-teki Juuku Ketsujiru Juke,26,108,9217,19.4,80.6
Kounai Shasei,48,255,7403,15.84,84.16
Kouryuu Densetsu Villgust,71,245,7772,22.47,77.53
Kousoku Denjin Albegus,44,126,8439,25.88,74.12
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,320,1016,3272,23.95,76.05
Koutetsushin Jeeg,105,704,5183,12.98,87.02
Kowarekake no Orgel (Movie),477,1478,3434,24.4,75.6
Kowaremono: Risa Plus The Animation,34,365,5764,8.52,91.48
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,850,3710,1649,18.64,81.36
Kujiratori,185,223,6783,45.34,54.66
Kuma Miko Specials,194,548,4771,26.15,73.85
Kuma ni Kuwarenu Otoko,20,85,9900,19.05,80.95
Kunoichi Sakuya,18,229,7380,7.29,92.71
Kuraibito,45,400,5728,10.11,89.89
Kurenai Sanshirou,27,126,8696,17.65,82.35
Kurokami The Animation,3098,11470,969,21.27,78.73
Kurokami: Intermission,205,894,4832,18.65,81.35
Kurokami: Tora to Tsubasa,300,1327,4234,18.44,81.56
Kuroko no Basket,11532,20279,85,36.25,63.75
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,488,681,3464,41.75,58.25
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,472,689,3408,40.65,59.35
Kuromukuro,1303,5367,1095,19.54,80.46
Kuroshitsuji: Book of Circus,6889,5201,447,56.98,43.02
"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari",157,1287,3244,10.87,89.13
Kyonyuu Fantasy,132,1448,3270,8.35,91.65
Kyonyuu Kazoku Saimin,31,471,5210,6.18,93.82
Kyoro-chan,151,121,7503,55.51,44.49
Kyoto Animation: Ajisai-hen,372,483,5802,43.51,56.49
Kyoto Animation: Hassou-hen,312,415,6156,42.92,57.08
Kyou kara Maou!,6537,4255,1182,60.57,39.43
Kyou kara Ore wa!!,477,1451,3389,24.74,75.26
Kyou no 5 no 2 Kagai Jugyou: Mizukake,230,1156,4852,16.59,83.41
Kyoufu Densetsu Kaiki! Frankenstein,44,105,8788,29.53,70.47
Kyouhaku: Owaranai Ashita,63,371,6725,14.52,85.48
Kyoukai no Kanata Movie 2: I&#039;ll Be Here - Mirai-hen,2304,5804,827,28.42,71.58
Kyoukai no Kanata: Mini Theater,964,1475,2582,39.52,60.48
Kyoukai no Rinne (TV) 2nd Season,944,1575,2504,37.48,62.52
Kyoukasho ni Nai!,105,560,6117,15.79,84.21
Kyuukyoku no Sex Adventure Kamasutra,41,172,8212,19.25,80.75
Kämpfer für die Liebe,1007,5777,1700,14.84,85.16
La Rose de Versailles,331,223,6615,59.75,40.25
Lady Jewelpet,307,245,5010,55.62,44.38
Lady Lady!!,453,193,5669,70.12,29.88
Lan Mo De Hua,32,65,8133,32.99,67.01
Le Chevalier D&#039;Eon,3188,4127,1791,43.58,56.42
Legend of Basara,789,531,4168,59.77,40.23
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,202,744,5194,21.35,78.65
Les Misérables: Shoujo Cosette,989,1124,3275,46.81,53.19
Lily C.A.T.,111,433,5991,20.4,79.6
Lime-iro Ryuukitan X,86,449,6218,16.07,83.93
Lime-iro Senkitan: Nankoku Yume Roman,61,470,6623,11.49,88.51
Lingerie Senshi Papillon Rose,248,936,4924,20.95,79.05
Lodoss-tou Senki,1338,4442,1899,23.15,76.85
Lodoss-tou Senki: Eiyuu Kishi Den,913,2594,2727,26.03,73.97
Log Horizon 2nd Season,2911,17777,197,14.07,85.93
Log Horizon Recap,292,1298,3271,18.36,81.64
Long Riders!,385,1751,2884,18.02,81.98
Lost Universe,634,1526,3539,29.35,70.65
Lostorage Conflated WIXOSS,430,1108,3235,27.96,72.04
Lostorage Conflated WIXOSS: Missing Link,73,232,6434,23.93,76.07
Loups=Garous,1080,2000,3194,35.06,64.94
Love Colon,26,356,6251,6.81,93.19
Love Hina,6866,20279,425,25.29,74.71
Love Hina Again,2213,10269,1204,17.73,82.27
Love Kome: We Love Rice 2nd Season,176,202,6359,46.56,53.44
Love Like Aliens,46,139,8799,24.86,75.14
Love Live! School Idol Project 2nd Season,3280,8151,599,28.69,71.31
Love Live! School Idol Project 2nd Season Recap,191,401,4527,32.26,67.74
Love Live! School Idol Project OVA,1078,2727,2127,28.33,71.67
Love Live! Sunshine!! Recap,63,208,6746,23.25,76.75
Love Live! The School Idol Movie,1637,4130,1269,28.39,71.61
Love Stage!!: Chotto Janakutte,2606,614,1980,80.93,19.07
Love es M The Animation,34,285,6685,10.66,89.34
Love to Live By,134,166,8210,44.67,55.33
Lu Shidai 2nd Season,36,108,7529,25.0,75.0
Luigi&#039;s Toy Adventure,32,119,9026,21.19,78.81
Lupin III (2015),568,2456,2164,18.78,81.22
Lupin III vs. Detective Conan: The Movie,492,1169,3145,29.62,70.38
Lupin III: Ai no Da Capo - Fujiko&#039;s Unlucky Days,168,622,5297,21.27,78.73
Lupin III: Babylon no Ougon Densetsu,162,638,5261,20.25,79.75
Lupin III: Dead or Alive,202,849,4647,19.22,80.78
Lupin III: Fuuma Ichizoku no Inbou,199,795,4813,20.02,79.98
Lupin III: Honoo no Kioku - Tokyo Crisis,144,652,5342,18.09,81.91
Lupin III: Nusumareta Lupin,145,544,5727,21.04,78.96
Lupin III: Walther P-38,149,637,5267,18.96,81.04
Lupin the Third x Monkey Majik,111,310,6963,26.37,73.63
M3: Sono Kuroki Hagane,1638,4233,1645,27.9,72.1
MEMORiES MELODiES,172,71,7514,70.78,29.22
MM!,3810,16380,503,18.87,81.13
MM! Specials,685,3494,2367,16.39,83.61
Mach GoGoGo,367,1214,4069,23.21,76.79
Macross F,4730,12270,791,27.82,72.18
Macross F Movie 2: Sayonara no Tsubasa,978,2672,2663,26.79,73.21
Macross FB7: Ore no Uta wo Kike!,146,485,5879,23.14,76.86
Macross II: Lovers Again,257,1350,4047,15.99,84.01
Macross Plus,725,3941,2194,15.54,84.46
Macross Zero,769,4291,2237,15.2,84.8
Madan no Ou to Vanadis,1526,12048,466,11.24,88.76
Madlax,1508,4218,2134,26.34,73.66
Mado,36,125,9261,22.36,77.64
Madou King Granzort,38,132,8114,22.35,77.65
Maetel Legend,160,429,6368,27.16,72.84
Magi: Sinbad no Bouken (TV),2637,7248,512,26.68,73.32
Magikano,1046,4064,2296,20.47,79.53
Mahoraba: Heartful days,764,3217,2756,19.19,80.81
Mahou Sensei Negima!,3731,10876,899,25.54,74.46
Mahou Sensei Negima! Introduction Film,350,1293,4006,21.3,78.7
Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue,173,957,4351,15.31,84.69
Mahou Shoujo Lalabel,99,88,8442,52.94,47.06
Mahou Shoujo Lyrical Nanoha ViVid: Special Program,60,213,7233,21.98,78.02
Mahou Shoujo Lyrical Nanoha: Reflection,303,1019,4046,22.92,77.08
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,3797,8783,748,30.18,69.82
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,3555,8374,763,29.8,70.2
Mahou Shoujo Meruru,46,248,7472,15.65,84.35
Mahou Shoujo Sae,17,217,7751,7.26,92.74
Mahou Shoujo Sonico★Magica,1352,2589,3021,34.31,65.69
Mahou Shoujo wa Kiss Shite Kawaru,18,197,7558,8.37,91.63
Mahou Yuugi 2D,140,339,6607,29.23,70.77
Mahou no Princess Minky Momo: Yume no Naka no Rondo,83,100,8423,45.36,54.64
Mahou no Star Magical Emi,259,208,6556,55.46,44.54
Mahou no Yousei Persia,143,116,7611,55.21,44.79
Mahouka x Mameshiba,73,228,6427,24.25,75.75
Mahoutsukai Jiji,130,206,7858,38.69,61.31
Mahoutsukai Precure!,353,456,4560,43.63,56.37
Mahoutsukai Tai!,470,716,4351,39.63,60.37
Mahoutsukai Tai! OVA,391,711,4743,35.48,64.52
Mai-HiME: Kuro no Mai/Saigo no Bansan,302,676,5042,30.88,69.12
Mai-Otome Special: Otome no Inori,147,346,6529,29.82,70.18
Mai-Otome Specials,341,931,4881,26.81,73.19
Mai-Otome Zwei,862,2490,2993,25.72,74.28
Maid Meshimase,17,103,8947,14.17,85.83
Maids in Dream,42,309,7360,11.97,88.03
Mainichi Kaasan,220,176,6776,55.56,44.44
Mainichi ga Nichiyoubi,52,179,8505,22.51,77.49
Maison Ikkoku: Ikkokujima Nanpa Shimatsuki,146,503,6063,22.5,77.5
Maison Ikkoku: Kanketsu-hen,190,664,5400,22.25,77.75
Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...,130,369,6722,26.05,73.95
Majin Tantei Nougami Neuro,3925,4689,1538,45.57,54.43
Majokko Megu-chan,162,153,7473,51.43,48.57
Major 2nd,32,151,7910,17.49,82.51
Major S2,921,4308,1778,17.61,82.39
Majutsushi Orphen,1468,2782,2409,34.54,65.46
Makai Ouji: Devils and Realist,4928,3590,1113,57.85,42.15
Makai Tenshi Djibril: Episode 2,110,763,5192,12.6,87.4
Makai Toshi Shinjuku,428,1270,3775,25.21,74.79
Maken-Ki! Two Specials,57,1112,3462,4.88,95.12
Makeruna!! Aku no Gundan!,52,160,7733,24.53,75.47
Maki-chan to Now.,172,1535,3148,10.08,89.92
Mama Puri!?,61,610,5452,9.09,90.91
Mamahaha,31,327,6826,8.66,91.34
Maoyuu Maou Yuusha,4895,17990,315,21.39,78.61
"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no ja!",418,1543,3265,21.32,78.68
Marco: Haha wo Tazunete Sanzenri,96,144,7651,40.0,60.0
Mardock Scramble: The Second Combustion,907,3541,2138,20.39,79.61
Mardock Scramble: The Third Exhaust,725,2985,2317,19.54,80.46
Mari Iyagi,244,287,6541,45.95,54.05
Maria-sama ga Miteru 3rd,1122,1768,3137,38.82,61.18
Maria-sama ga Miteru: Haru Specials,534,873,4458,37.95,62.05
Maria†Holic Alive Special,257,553,4708,31.73,68.27
Maria†Holic: Run Run Riru Ran Ran Rara,266,460,5842,36.64,63.36
Marie & Gali Episode Zero,96,149,8433,39.18,60.82
Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,463,422,5576,52.32,47.68
Mary to Majo no Hana,978,1594,2489,38.02,61.98
Mashin Eiyuuden Wataru,37,146,7766,20.22,79.78
Mashiro-iro Symphony: The Color of Lovers,1734,10415,873,14.27,85.73
Mashiro-iro Symphony: The Color of Lovers Picture Drama,113,793,4460,12.47,87.53
Mashou no Kao,37,283,7126,11.56,88.44
Masou Kishin Cybuster,53,332,7137,13.77,86.23
Massugu ni Ikou.,216,184,6825,54.0,46.0
Master Keaton,520,1788,3338,22.53,77.47
Master Keaton OVA,155,660,5127,19.02,80.98
Master Mosquiton &#039;99,227,343,6164,39.82,60.18
Master of Epic: The Animation Age,88,223,7694,28.3,71.7
Masuda Kousuke Gekijou Gag Manga Biyori 3,103,221,6920,31.79,68.21
Mayoi Neko Overrun!,2046,11234,924,15.41,84.59
Maze☆Bakunetsu Jikuu: Hot Springs,29,139,8763,17.26,82.74
Mazinger Z Movie: Infinity,48,309,5948,13.45,86.55
Mazinkaiser: Shitou! Ankoku Dai Shogun,48,449,6148,9.66,90.34
Megachu!,80,827,4857,8.82,91.18
Megalo Box,1043,6651,855,13.56,86.44
Megami Kouhosei,1192,2114,2948,36.06,63.94
Megami Kouhosei Special Curriculum,344,614,5349,35.91,64.09
Megazone 23,232,1240,3849,15.76,84.24
Meikoku Gakuen: Jutai-hen,22,325,5674,6.34,93.66
Meiou Project Zeorymer,84,554,5820,13.17,86.83
Mekakucity Actors,6765,15395,256,30.53,69.47
Mekakucity Days,175,266,5375,39.68,60.32
Mekakucity Records,141,212,5811,39.94,60.06
Memories,2066,5441,1519,27.52,72.48
Memories Off #5 Togireta Film The Animation,170,470,6561,26.56,73.44
Memories Off 3.5,203,533,6321,27.58,72.42
Memory of Red,32,69,9492,31.68,68.32
Menhera Ayuri no Yamanai Onedari: Headphone wa Hazusenai,19,210,6747,8.3,91.7
Menkui!,90,925,4261,8.87,91.13
Mesu Saga: Persona,54,339,5906,13.74,86.26
Metal Fight Beyblade,613,1687,2481,26.65,73.35
Metal Fight Beyblade Zero G Specials,43,121,7528,26.22,73.78
Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,116,285,6354,28.93,71.07
Miboujin Nikki: Akogare no Ano Hito to Hitotsu Yane no Shita,36,560,5105,6.04,93.96
Micchiri Neko,257,262,5286,49.52,50.48
Micro Teukgongdae Diatron 5,25,102,9291,19.69,80.31
Midnight Eye: Gokuu II,62,371,6587,14.32,85.68
Mikakunin de Shinkoukei,3013,14121,403,17.58,82.42
Milkyway,23,173,8482,11.73,88.27
Minami-ke,5732,15141,677,27.46,72.54
Minami-ke Omatase,544,2577,2805,17.43,82.57
Minami-ke Tadaima,1025,4615,1827,18.17,81.83
Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,343,412,5607,45.43,54.57
Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,488,547,5126,47.15,52.85
Miracle Train: Chuo-sen e Youkoso,653,147,5769,81.63,18.38
Mirai Keisatsu Urashiman,34,155,8181,17.99,82.01
Miss Monochrome: The Animation,1559,3758,1911,29.32,70.68
Mister Ajikko,124,280,6328,30.69,69.31
Mitama: Nin,66,366,6600,15.28,84.72
Mitsudomoe,2571,8638,1179,22.94,77.06
Mitsudomoe Zouryouchuu!,1077,4298,2059,20.04,79.96
Miyazaki Maya Daizukan,50,378,6358,11.68,88.32
Mizugumo Monmon,151,185,7136,44.94,55.06
Mizuiro,79,306,7209,20.52,79.48
Mobile Suit Gundam 00 Special Edition,337,1004,3978,25.13,74.87
Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,17,104,8725,14.05,85.95
Mobile Suit Gundam 0083: The Fading Light of Zeon,175,934,4634,15.78,84.22
Mobile Suit Gundam I,366,2445,2862,13.02,86.98
Mobile Suit Gundam II: Soldiers of Sorrow,312,2148,3089,12.68,87.32
Mobile Suit Gundam SEED MSV Astray,273,1386,3926,16.46,83.54
Mobile Suit Gundam SEED: SEED Supernova - Tanekyara Gekijou,397,1016,4469,28.1,71.9
Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude,58,390,6152,12.95,87.05
Mobile Suit Gundam Wing: Endless Waltz Movie,1141,4619,1744,19.81,80.19
Mobile Suit Gundam Wing: Operation Meteor,304,976,4049,23.75,76.25
Mobile Suit Gundam-san,142,632,5047,18.35,81.65
Mobile Suit Gundam: More Information on the Universal Century,55,299,7066,15.54,84.46
Mobile Suit Gundam: The 08th MS Team - Miller&#039;s Report,217,1557,3782,12.23,87.77
Mobile Suit Gundam: The Origin,406,2808,2189,12.63,87.37
Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,38,173,8025,18.01,81.99
Mobile Suit SD Gundam Mk I,110,513,6117,17.66,82.34
Mobile Suit SD Gundam Mk IV,88,368,6761,19.3,80.7
"Mobile Suit SD Gundam Musha, Knight, Commando",39,173,8138,18.4,81.6
Mobile Suit Zeta Gundam: A New Translation II - Lovers,185,1086,4278,14.56,85.44
Moetan,1100,3387,2571,24.52,75.48
Moke Moke Taishou Dendo Musume Arisa,131,709,5378,15.6,84.4
Mokke Specials,96,279,7403,25.6,74.4
Momone,29,173,8075,14.36,85.64
Mon-Soni! D&#039;Artagnan no Idol Sengen,44,110,7884,28.57,71.43
"Mon-Soni!: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta",29,84,8735,25.66,74.34
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,1080,6269,1403,14.7,85.3
Monkey Punch no Sekai: Alice,45,164,8446,21.53,78.47
Monogatari Series: Second Season,3589,20351,207,14.99,85.01
Mononoke Dance,58,120,8819,32.58,67.42
Mononoke Hime,15918,27771,79,36.43,63.57
Monotonous Purgatory,34,137,8637,19.88,80.12
Monster Extra,379,1264,4226,23.07,76.93
Monster Farm: Enbanseki no Himitsu,1339,3157,2235,29.78,70.22
Monster Musume no Iru Nichijou OVA,283,2979,1806,8.68,91.32
Monsuto Anime,101,266,5519,27.52,72.48
Monsuto Anime: Kieyuku Uchuu-hen,67,152,6777,30.59,69.41
Moonlight Mile 1st Season: Lift Off,207,1209,4155,14.62,85.38
